Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
10,0|1|2|3|4|5|,36|16|8|2|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,36|16|8|2|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|36|16|8|2|1|,0|0|0|0|0|0|,14|36|16|8|2|1|,0|23|8|4|0|0|,14|13|8|4|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,14|13|8|4|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,14|13|8|4|2|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
11,0|1|2|3|4|5|,14|13|8|4|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,14|13|8|4|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|14|13|8|4|2|,0|0|0|0|0|0|,83|14|13|8|4|2|,30|0|3|5|2|1|,52|14|10|3|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,52|14|10|3|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,52|14|10|3|2|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
12,0|1|2|3|4|5|,52|14|10|3|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,52|14|10|3|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|52|14|10|3|2|,0|0|0|0|0|0|,94|52|14|10|3|2|,61|43|5|7|0|1|,32|9|9|3|3|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,32|9|9|3|3|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,32|9|9|3|3|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
13,0|1|2|3|4|5|,32|9|9|3|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,32|9|9|3|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|32|9|9|3|3|,0|0|0|0|0|0|,59|32|9|9|3|3|,15|10|0|6|0|3|,43|22|9|3|3|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,43|22|9|3|3|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,43|22|9|3|3|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
14,0|1|2|3|4|5|,43|22|9|3|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,43|22|9|3|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|43|22|9|3|3|,0|0|0|0|0|0|,60|43|22|9|3|3|,21|32|17|5|0|3|,40|11|5|4|3|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,40|11|5|4|3|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,40|11|5|4|3|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
15,0|1|2|3|4|5|,40|11|5|4|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,40|11|5|4|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|40|11|5|4|3|,0|0|0|0|0|0|,48|40|11|5|4|3|,0|24|0|0|2|3|,48|16|11|5|2|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,48|16|11|5|2|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,48|16|11|5|2|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
16,0|1|2|3|4|5|,48|16|11|5|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,48|16|11|5|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|48|16|11|5|2|,0|0|0|0|0|0|,58|48|16|11|5|2|,20|38|8|9|4|1|,39|10|8|2|1|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,39|10|8|2|1|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,39|10|8|2|1|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
17,0|1|2|3|4|5|,39|10|8|2|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,39|10|8|2|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|39|10|8|2|1|,0|0|0|0|0|0|,79|39|10|8|2|1|,40|23|0|3|0|0|,36|16|10|5|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,36|16|10|5|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,36|16|10|5|2|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
18,0|1|2|3|4|5|,36|16|10|5|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,36|16|10|5|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|36|16|10|5|2|,0|0|0|0|0|0|,62|36|16|10|5|2|,24|21|8|8|4|1|,37|15|8|2|1|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,37|15|8|2|1|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,37|15|8|2|1|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
19,0|1|2|3|4|5|,37|15|8|2|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,37|15|8|2|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|37|15|8|2|1|,0|0|0|0|0|0|,42|37|15|8|2|1|,0|24|6|3|0|0|,42|13|9|5|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,42|13|9|5|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,42|13|9|5|2|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
20,0|1|2|3|4|5|,42|13|9|5|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,42|13|9|5|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|42|13|9|5|2|,0|0|0|0|0|0|,70|42|13|9|5|2|,32|30|3|6|4|1|,39|12|10|3|1|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,39|12|10|3|1|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,39|12|10|3|1|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
21,0|1|2|3|4|5|,39|12|10|3|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,39|12|10|3|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|39|12|10|3|1|,0|0|0|0|0|0|,84|39|12|10|3|1|,49|26|1|7|0|0|,34|13|11|3|3|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,34|13|11|3|3|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,34|13|11|3|3|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
22,0|1|2|3|4|5|,34|13|11|3|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,34|13|11|3|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|34|13|11|3|3|,0|0|0|0|0|0|,66|34|13|11|3|3|,28|18|1|9|0|3|,37|16|12|2|3|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,37|16|12|2|3|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,37|16|12|2|3|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
23,0|1|2|3|4|5|,37|16|12|2|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,37|16|12|2|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|37|16|12|2|3|,0|0|0|0|0|0|,60|37|16|12|2|3|,20|21|7|10|0|3|,40|16|9|2|2|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,40|16|9|2|2|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,40|16|9|2|2|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
24,0|1|2|3|4|5|,40|16|9|2|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,40|16|9|2|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|40|16|9|2|2|,0|0|0|0|0|0|,102|40|16|9|2|2|,68|26|8|5|0|1|,33|14|8|4|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,33|14|8|4|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,33|14|8|4|2|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
25,0|1|2|3|4|5|,33|14|8|4|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,33|14|8|4|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|33|14|8|4|2|,0|0|0|0|0|0|,104|33|14|8|4|2|,72|16|5|4|2|1|,33|17|9|4|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,33|17|9|4|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,33|17|9|4|2|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
26,0|1|2|3|4|5|,33|17|9|4|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,33|17|9|4|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|33|17|9|4|2|,0|0|0|0|0|0|,100|33|17|9|4|2|,66|16|10|6|2|1|,32|17|7|3|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,32|17|7|3|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,32|17|7|3|2|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
27,0|1|2|3|4|5|,32|17|7|3|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,32|17|7|3|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|32|17|7|3|2|,0|0|0|0|0|0|,40|32|17|7|3|2|,0|17|11|3|0|1|,40|15|6|4|3|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,40|15|6|4|3|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,40|15|6|4|3|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
28,0|1|2|3|4|5|,40|15|6|4|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,40|15|6|4|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|40|15|6|4|3|,0|0|0|0|0|0|,117|40|15|6|4|3|,85|26|6|0|1|3|,31|14|9|6|3|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,31|14|9|6|3|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,31|14|9|6|3|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
29,0|1|2|3|4|5|,31|14|9|6|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,31|14|9|6|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|31|14|9|6|3|,0|0|0|0|0|0|,88|31|14|9|6|3|,54|14|4|5|5|3|,35|17|10|4|1|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,35|17|10|4|1|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,35|17|10|4|1|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
30,0|1|2|3|4|5|,35|17|10|4|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,35|17|10|4|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|35|17|10|4|1|,0|0|0|0|0|0|,56|35|17|10|4|1|,15|20|9|8|2|0|,41|15|8|2|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,41|15|8|2|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,41|15|8|2|2|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
31,0|1|2|3|4|5|,41|15|8|2|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,41|15|8|2|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|41|15|8|2|2|,0|0|0|0|0|0|,86|41|15|8|2|2|,52|28|5|4|0|1|,35|13|10|4|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,35|13|10|4|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,35|13|10|4|2|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
32,0|1|2|3|4|5|,35|13|10|4|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,35|13|10|4|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|35|13|10|4|2|,0|0|0|0|0|0|,68|35|13|10|4|2|,31|20|3|8|2|1|,36|15|10|2|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,36|15|10|2|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,36|15|10|2|2|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
33,0|1|2|3|4|5|,36|15|10|2|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,36|15|10|2|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|36|15|10|2|2|,0|0|0|0|0|0|,41|36|15|10|2|2|,0|21|6|8|0|1|,41|15|9|2|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,41|15|9|2|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,41|15|9|2|2|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
34,0|1|2|3|4|5|,41|15|9|2|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,41|15|9|2|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|41|15|9|2|2|,0|0|0|0|0|0|,57|41|15|9|2|2|,16|28|6|6|0|1|,40|13|9|3|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,40|13|9|3|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,40|13|9|3|2|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
35,0|1|2|3|4|5|,40|13|9|3|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,40|13|9|3|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|40|13|9|3|2|,0|0|0|0|0|0|,49|40|13|9|3|2|,7|28|4|6|0|1|,43|12|9|3|3|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,43|12|9|3|3|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,43|12|9|3|3|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
36,0|1|2|3|4|5|,43|12|9|3|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,43|12|9|3|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|43|12|9|3|3|,0|0|0|0|0|0|,59|43|12|9|3|3|,20|32|0|5|0|3|,39|11|12|4|3|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,39|11|12|4|3|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,39|11|12|4|3|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
37,0|1|2|3|4|5|,39|11|12|4|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,39|11|12|4|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|39|11|12|4|3|,0|0|0|0|0|0|,41|39|11|12|4|3|,0|26|0|10|2|3|,41|13|11|2|2|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,41|13|11|2|2|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,41|13|11|2|2|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
38,0|1|2|3|4|5|,41|13|11|2|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,41|13|11|2|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|41|13|11|2|2|,0|0|0|0|0|0|,68|41|13|11|2|2|,29|28|2|9|0|1|,39|13|11|2|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,39|13|11|2|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,39|13|11|2|2|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
39,0|1|2|3|4|5|,39|13|11|2|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,39|13|11|2|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|39|13|11|2|2|,0|0|0|0|0|0|,104|39|13|11|2|2|,71|25|3|8|0|1|,33|14|10|3|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,33|14|10|3|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,33|14|10|3|2|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
