Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
10,0|1|2|3|4|5|,86|45|29|8|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,86|45|29|8|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|86|45|29|8|3|,0|0|0|0|0|0|,175|86|45|29|8|3|,52|32|20|19|0|0|,125|54|25|10|8|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,125|54|25|10|8|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,125|54|25|10|8|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
11,0|1|2|3|4|5|,125|54|25|10|8|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,125|54|25|10|8|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|125|54|25|10|8|,0|0|0|0|0|0|,277|125|54|25|10|8|,164|88|34|13|4|6|,114|37|20|12|6|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,114|37|20|12|6|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,114|37|20|12|6|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
12,0|1|2|3|4|5|,114|37|20|12|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,114|37|20|12|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|114|37|20|12|6|,0|0|0|0|0|0|,178|114|37|20|12|6|,56|75|5|7|7|3|,124|39|32|13|5|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,124|39|32|13|5|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,124|39|32|13|5|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
13,0|1|2|3|4|5|,124|39|32|13|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,124|39|32|13|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|124|39|32|13|5|,0|0|0|0|0|0|,240|124|39|32|13|5|,127|84|9|26|8|2|,111|40|30|6|5|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,111|40|30|6|5|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,111|40|30|6|5|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
14,0|1|2|3|4|5|,111|40|30|6|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,111|40|30|6|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|111|40|30|6|5|,0|0|0|0|0|0|,244|111|40|30|6|5|,135|65|8|21|0|2|,109|46|32|9|6|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,109|46|32|9|6|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,109|46|32|9|6|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
15,0|1|2|3|4|5|,109|46|32|9|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,109|46|32|9|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|109|46|32|9|6|,0|0|0|0|0|0|,194|109|46|32|9|6|,91|61|24|25|2|4|,101|48|22|7|7|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,101|48|22|7|7|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,101|48|22|7|7|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
16,0|1|2|3|4|5|,101|48|22|7|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,101|48|22|7|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|101|48|22|7|7|,0|0|0|0|0|0|,179|101|48|22|7|7|,65|51|22|7|0|6|,117|50|26|15|7|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,117|50|26|15|7|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,117|50|26|15|7|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
17,0|1|2|3|4|5|,117|50|26|15|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,117|50|26|15|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|117|50|26|15|7|,0|0|0|0|0|0|,214|117|50|26|15|7|,106|79|28|16|10|5|,110|38|22|10|5|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,110|38|22|10|5|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,110|38|22|10|5|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
18,0|1|2|3|4|5|,110|38|22|10|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,110|38|22|10|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|110|38|22|10|5|,0|0|0|0|0|0|,204|110|38|22|10|5|,104|63|8|8|3|3|,100|47|30|14|7|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,100|47|30|14|7|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,100|47|30|14|7|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
19,0|1|2|3|4|5|,100|47|30|14|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,100|47|30|14|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|100|47|30|14|7|,0|0|0|0|0|0|,308|100|47|30|14|7|,208|50|23|22|8|5|,103|50|24|8|6|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,103|50|24|8|6|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,103|50|24|8|6|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
20,0|1|2|3|4|5|,103|50|24|8|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,103|50|24|8|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|103|50|24|8|6|,0|0|0|0|0|0|,213|103|50|24|8|6|,100|57|27|10|0|4|,112|46|23|14|8|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,112|46|23|14|8|2|,0|0|0|0|0|0|,0|0|0|0|2|0|,112|46|23|14|6|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
21,0|1|2|3|4|5|,112|46|23|14|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,112|46|23|14|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|112|46|23|14|6|,0|0|0|0|0|0|,186|112|46|23|14|6|,71|73|23|9|10|3|,119|39|23|14|4|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,119|39|23|14|4|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,119|39|23|14|4|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
22,0|1|2|3|4|5|,119|39|23|14|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,119|39|23|14|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|119|39|23|14|4|,0|0|0|0|0|0|,194|119|39|23|14|4|,86|81|8|11|10|1|,111|38|31|12|4|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,111|38|31|12|4|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,111|38|31|12|4|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
23,0|1|2|3|4|5|,111|38|31|12|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,111|38|31|12|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|111|38|31|12|4|,0|0|0|0|0|0|,244|111|38|31|12|4|,136|65|8|23|6|1|,109|46|30|8|6|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,109|46|30|8|6|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,109|46|30|8|6|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
24,0|1|2|3|4|5|,109|46|30|8|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,109|46|30|8|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|109|46|30|8|6|,0|0|0|0|0|0|,186|109|46|30|8|6|,68|65|19|22|2|4|,122|44|27|8|6|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,122|44|27|8|6|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,122|44|27|8|6|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
25,0|1|2|3|4|5|,122|44|27|8|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,122|44|27|8|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|122|44|27|8|6|,0|0|0|0|0|0|,230|122|44|27|8|6|,133|87|18|16|0|3|,96|35|26|11|8|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,96|35|26|11|8|3|,0|0|0|0|0|0|,0|0|0|0|0|1|,96|35|26|11|8|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
26,0|1|2|3|4|5|,96|35|26|11|8|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,96|35|26|11|8|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|96|35|26|11|8|,0|0|0|0|0|0|,232|96|35|26|11|8|,122|41|3|14|6|7|,107|55|32|12|5|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,107|55|32|12|5|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,107|55|32|12|5|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
27,0|1|2|3|4|5|,107|55|32|12|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,107|55|32|12|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|107|55|32|12|5|,0|0|0|0|0|0|,312|107|55|32|12|5|,209|61|35|24|6|2|,104|46|20|8|6|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,104|46|20|8|6|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,104|46|20|8|6|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
28,0|1|2|3|4|5|,104|46|20|8|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,104|46|20|8|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|104|46|20|8|6|,0|0|0|0|0|0|,179|104|46|20|8|6|,65|58|19|3|2|4|,117|46|27|17|6|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,117|46|27|17|6|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,117|46|27|17|6|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
29,0|1|2|3|4|5|,117|46|27|17|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,117|46|27|17|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|117|46|27|17|6|,0|0|0|0|0|0|,281|117|46|27|17|6|,177|77|21|17|13|4|,107|40|25|10|4|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,107|40|25|10|4|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,107|40|25|10|4|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
30,0|1|2|3|4|5|,107|40|25|10|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,107|40|25|10|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|107|40|25|10|4|,0|0|0|0|0|0|,232|107|40|25|10|4|,120|62|9|13|4|1|,113|45|31|12|6|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,113|45|31|12|6|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,113|45|31|12|6|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
31,0|1|2|3|4|5|,113|45|31|12|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,113|45|31|12|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|113|45|31|12|6|,0|0|0|0|0|0|,261|113|45|31|12|6|,157|72|18|24|6|3|,103|41|27|7|6|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,103|41|27|7|6|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,103|41|27|7|6|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
32,0|1|2|3|4|5|,103|41|27|7|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,103|41|27|7|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|103|41|27|7|6|,0|0|0|0|0|0|,202|103|41|27|7|6|,97|55|11|15|0|4|,105|48|30|12|7|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,105|48|30|12|7|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,105|48|30|12|7|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
33,0|1|2|3|4|5|,105|48|30|12|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,105|48|30|12|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|105|48|30|12|7|,0|0|0|0|0|0|,184|105|48|30|12|7|,71|61|25|21|8|5|,109|44|23|9|4|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,109|44|23|9|4|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,109|44|23|9|4|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
34,0|1|2|3|4|5|,109|44|23|9|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,109|44|23|9|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|109|44|23|9|4|,0|0|0|0|0|0|,203|109|44|23|9|4|,94|66|16|9|2|1|,106|43|28|14|7|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,106|43|28|14|7|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,106|43|28|14|7|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
35,0|1|2|3|4|5|,106|43|28|14|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,106|43|28|14|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|106|43|28|14|7|,0|0|0|0|0|0|,248|106|43|28|14|7|,151|61|14|19|9|5|,94|45|29|9|5|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,94|45|29|9|5|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,94|45|29|9|5|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
36,0|1|2|3|4|5|,94|45|29|9|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,94|45|29|9|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|94|45|29|9|5|,0|0|0|0|0|0|,153|94|45|29|9|5|,36|44|20|20|4|2|,118|50|25|9|5|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,118|50|25|9|5|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,118|50|25|9|5|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
37,0|1|2|3|4|5|,118|50|25|9|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,118|50|25|9|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|118|50|25|9|5|,0|0|0|0|0|0|,251|118|50|25|9|5|,143|79|27|12|4|2|,109|39|23|13|5|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,109|39|23|13|5|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,109|39|23|13|5|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
38,0|1|2|3|4|5|,109|39|23|13|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,109|39|23|13|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|109|39|23|13|5|,0|0|0|0|0|0|,253|109|39|23|13|5|,148|65|12|10|7|2|,103|44|27|13|6|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,103|44|27|13|6|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,103|44|27|13|6|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
39,0|1|2|3|4|5|,103|44|27|13|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,103|44|27|13|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|103|44|27|13|6|,0|0|0|0|0|0|,242|103|44|27|13|6|,137|57|16|16|8|4|,98|46|28|11|5|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,98|46|28|11|5|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,98|46|28|11|5|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
