
  N E M O 2.4.2 [03 Aug 2026]

  Copyright (C) 2006-2026 The Authors
  This is free software; see the source for copying
  conditions. There is NO warranty; not even for 
  MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.
  https://nemo2.sourceforge.io; nemo-simul@googlegroups.com
-----------------------------------------------------------
reading parameters from "Nemo2_ARCANA_R36D.ini"
    replicate 1/1 [19:18:12] 17200/25001
    replicate 1/1 [19:18:12] 17300/25001
    replicate 1/1 [19:18:12] 17400/25001
    replicate 1/1 [19:18:13] 17500/25001
    replicate 1/1 [19:18:13] 17600/25001
    replicate 1/1 [19:18:13] 17700/25001
    replicate 1/1 [19:18:13] 17800/25001
    replicate 1/1 [19:18:13] 17900/25001
    replicate 1/1 [19:18:14] 18000/25001
    replicate 1/1 [19:18:14] 18100/25001
    replicate 1/1 [19:18:14] 18200/25001
    replicate 1/1 [19:18:14] 18300/25001
    replicate 1/1 [19:18:14] 18400/25001
    replicate 1/1 [19:18:15] 18500/25001
    replicate 1/1 [19:18:15] 18600/25001
    replicate 1/1 [19:18:17] 18700/25001
    replicate 1/1 [19:18:17] 18800/25001
    replicate 1/1 [19:18:17] 18900/25001
    replicate 1/1 [19:18:17] 19000/25001
    replicate 1/1 [19:18:17] 19100/25001
    replicate 1/1 [19:18:18] 19200/25001
    replicate 1/1 [19:18:18] 19300/25001
    replicate 1/1 [19:18:18] 19400/25001
    replicate 1/1 [19:18:18] 19500/25001
    replicate 1/1 [19:18:18] 19600/25001
    replicate 1/1 [19:18:19] 19700/25001
    replicate 1/1 [19:18:19] 19800/25001
    replicate 1/1 [19:18:19] 19900/25001
    replicate 1/1 [19:18:19] 20000/25001
    replicate 1/1 [19:18:19] 20100/25001
    replicate 1/1 [19:18:20] 20200/25001
    replicate 1/1 [19:18:20] 20300/25001
    replicate 1/1 [19:18:20] 20400/25001
    replicate 1/1 [19:18:20] 20500/25001
    replicate 1/1 [19:18:20] 20600/25001
    replicate 1/1 [19:18:21] 20700/25001
    replicate 1/1 [19:18:21] 20800/25001
    replicate 1/1 [19:18:21] 20900/25001
    replicate 1/1 [19:18:21] 21000/25001
    replicate 1/1 [19:18:21] 21100/25001
    replicate 1/1 [19:18:22] 21200/25001
    replicate 1/1 [19:18:22] 21300/25001
    replicate 1/1 [19:18:22] 21400/25001
    replicate 1/1 [19:18:22] 21500/25001
    replicate 1/1 [19:18:22] 21600/25001
    replicate 1/1 [19:18:23] 21700/25001
    replicate 1/1 [19:18:23] 21800/25001
    replicate 1/1 [19:18:23] 21900/25001
    replicate 1/1 [19:18:23] 22000/25001
    replicate 1/1 [19:18:23] 22100/25001
    replicate 1/1 [19:18:24] 22200/25001
    replicate 1/1 [19:18:24] 22300/25001
    replicate 1/1 [19:18:24] 22400/25001
    replicate 1/1 [19:18:24] 22500/25001
    replicate 1/1 [19:18:24] 22600/25001
    replicate 1/1 [19:18:25] 22700/25001
    replicate 1/1 [19:18:25] 22800/25001
    replicate 1/1 [19:18:25] 22900/25001
    replicate 1/1 [19:18:25] 23000/25001
    replicate 1/1 [19:18:25] 23100/25001
    replicate 1/1 [19:18:26] 23200/25001
    replicate 1/1 [19:18:26] 23300/25001
    replicate 1/1 [19:18:26] 23400/25001
    replicate 1/1 [19:18:26] 23500/25001
    replicate 1/1 [19:18:26] 23600/25001
    replicate 1/1 [19:18:27] 23700/25001
    replicate 1/1 [19:18:27] 23800/25001
    replicate 1/1 [19:18:27] 23900/25001
    replicate 1/1 [19:18:27] 24000/25001
    replicate 1/1 [19:18:27] 24100/25001
    replicate 1/1 [19:18:28] 24200/25001
    replicate 1/1 [19:18:28] 24300/25001
    replicate 1/1 [19:18:28] 24400/25001
    replicate 1/1 [19:18:28] 24500/25001
    replicate 1/1 [19:18:28] 24600/25001
    replicate 1/1 [19:18:29] 24700/25001
    replicate 1/1 [19:18:29] 24800/25001
    replicate 1/1 [19:18:29] 24900/25001
    replicate 1/1 [19:18:29] 25000/25001

    end: 28-08-2026 19:18:29
--- done (CPU time: 00:00:52s)
