Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
10,0|1|2|3|4|5|,68|29|16|7|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,68|29|16|7|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|68|29|16|7|4|,0|0|0|0|0|0|,79|68|29|16|7|4|,0|37|10|7|4|2|,79|31|19|9|3|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,79|31|19|9|3|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,79|31|19|9|3|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
11,0|1|2|3|4|5|,79|31|19|9|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,79|31|19|9|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|79|31|19|9|3|,0|0|0|0|0|0|,185|79|31|19|9|3|,116|50|13|11|6|2|,69|29|18|8|3|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,69|29|18|8|3|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,69|29|18|8|3|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
12,0|1|2|3|4|5|,69|29|18|8|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,69|29|18|8|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|69|29|18|8|3|,0|0|0|0|0|0|,145|69|29|18|8|3|,93|39|10|10|4|2|,52|30|19|8|4|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,52|30|19|8|4|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,52|30|19|8|4|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
13,0|1|2|3|4|5|,52|30|19|8|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,52|30|19|8|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|52|30|19|8|4|,0|0|0|0|0|0|,155|52|30|19|8|4|,68|20|12|13|5|4|,90|32|18|6|3|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,90|32|18|6|3|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,90|32|18|6|3|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
14,0|1|2|3|4|5|,90|32|18|6|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,90|32|18|6|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|90|32|18|6|3|,0|0|0|0|0|0|,119|90|32|18|6|3|,39|68|14|12|2|0|,82|22|18|6|4|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,82|22|18|6|4|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,82|22|18|6|4|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
15,0|1|2|3|4|5|,82|22|18|6|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,82|22|18|6|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|82|22|18|6|4|,0|0|0|0|0|0|,140|82|22|18|6|4|,60|53|1|12|2|2|,80|29|21|6|4|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,80|29|21|6|4|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,80|29|21|6|4|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
16,0|1|2|3|4|5|,80|29|21|6|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,80|29|21|6|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|80|29|21|6|4|,0|0|0|0|0|0|,186|80|29|21|6|4|,114|53|8|15|2|2|,74|27|21|6|4|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,74|27|21|6|4|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,74|27|21|6|4|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
17,0|1|2|3|4|5|,74|27|21|6|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,74|27|21|6|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|74|27|21|6|4|,0|0|0|0|0|0|,174|74|27|21|6|4|,101|45|5|14|4|2|,72|29|22|7|2|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,72|29|22|7|2|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,72|29|22|7|2|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
18,0|1|2|3|4|5|,72|29|22|7|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,72|29|22|7|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|72|29|22|7|2|,0|0|0|0|0|0|,166|72|29|22|7|2|,95|40|10|18|2|0|,69|32|19|4|5|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,69|32|19|4|5|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,69|32|19|4|5|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
19,0|1|2|3|4|5|,69|32|19|4|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,69|32|19|4|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|69|32|19|4|5|,0|0|0|0|0|0|,193|69|32|19|4|5|,123|34|13|12|0|4|,73|35|19|7|4|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,73|35|19|7|4|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,73|35|19|7|4|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
20,0|1|2|3|4|5|,73|35|19|7|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,73|35|19|7|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|73|35|19|7|4|,0|0|0|0|0|0|,160|73|35|19|7|4|,84|45|21|13|3|2|,78|28|14|6|4|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,78|28|14|6|4|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,78|28|14|6|4|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
21,0|1|2|3|4|5|,78|28|14|6|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,78|28|14|6|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|78|28|14|6|4|,0|0|0|0|0|0|,150|78|28|14|6|4|,75|51|9|4|2|2|,76|27|19|10|4|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,76|27|19|10|4|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,76|27|19|10|4|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
22,0|1|2|3|4|5|,76|27|19|10|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,76|27|19|10|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|76|27|19|10|4|,0|0|0|0|0|0|,166|76|27|19|10|4|,103|47|7|13|7|2|,63|29|20|6|3|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,63|29|20|6|3|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,63|29|20|6|3|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
23,0|1|2|3|4|5|,63|29|20|6|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,63|29|20|6|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|63|29|20|6|3|,0|0|0|0|0|0|,243|63|29|20|6|3|,168|28|11|13|0|2|,71|35|18|7|6|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,71|35|18|7|6|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,71|35|18|7|6|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
24,0|1|2|3|4|5|,71|35|18|7|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,71|35|18|7|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|71|35|18|7|6|,0|0|0|0|0|0|,199|71|35|18|7|6|,127|40|21|10|3|6|,70|31|14|8|4|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,70|31|14|8|4|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,70|31|14|8|4|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
25,0|1|2|3|4|5|,70|31|14|8|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,70|31|14|8|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|70|31|14|8|4|,0|0|0|0|0|0|,205|70|31|14|8|4|,132|38|13|5|4|2|,73|32|18|9|4|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,73|32|18|9|4|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,73|32|18|9|4|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
26,0|1|2|3|4|5|,73|32|18|9|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,73|32|18|9|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|73|32|18|9|4|,0|0|0|0|0|0|,177|73|32|18|9|4|,112|45|16|11|5|2|,66|28|16|7|4|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,66|28|16|7|4|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,66|28|16|7|4|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
27,0|1|2|3|4|5|,66|28|16|7|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,66|28|16|7|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|66|28|16|7|4|,0|0|0|0|0|0|,102|66|28|16|7|4|,22|34|10|9|2|2|,79|32|18|7|5|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,79|32|18|7|5|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,79|32|18|7|5|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
28,0|1|2|3|4|5|,79|32|18|7|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,79|32|18|7|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|79|32|18|7|5|,0|0|0|0|0|0|,152|79|32|18|7|5|,82|53|15|10|4|4|,69|26|17|8|3|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,69|26|17|8|3|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,69|26|17|8|3|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
29,0|1|2|3|4|5|,69|26|17|8|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,69|26|17|8|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|69|26|17|8|3|,0|0|0|0|0|0|,210|69|26|17|8|3|,142|36|8|9|5|0|,70|33|18|8|3|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,70|33|18|8|3|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,70|33|18|8|3|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
30,0|1|2|3|4|5|,70|33|18|8|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,70|33|18|8|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|70|33|18|8|3|,0|0|0|0|0|0|,163|70|33|18|8|3|,93|39|15|10|6|0|,72|31|18|8|2|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,72|31|18|8|2|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,72|31|18|8|2|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
31,0|1|2|3|4|5|,72|31|18|8|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,72|31|18|8|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|72|31|18|8|2|,0|0|0|0|0|0|,140|72|31|18|8|2|,65|42|17|12|3|0|,77|30|14|6|5|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,77|30|14|6|5|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,77|30|14|6|5|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
32,0|1|2|3|4|5|,77|30|14|6|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,77|30|14|6|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|77|30|14|6|5|,0|0|0|0|0|0|,167|77|30|14|6|5|,93|42|13|5|2|4|,76|35|17|9|4|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,76|35|17|9|4|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,76|35|17|9|4|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
33,0|1|2|3|4|5|,76|35|17|9|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,76|35|17|9|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|76|35|17|9|4|,0|0|0|0|0|0|,210|76|35|17|9|4|,138|48|18|11|5|2|,73|28|17|6|4|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,73|28|17|6|4|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,73|28|17|6|4|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
34,0|1|2|3|4|5|,73|28|17|6|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,73|28|17|6|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|73|28|17|6|4|,0|0|0|0|0|0|,182|73|28|17|6|4|,114|42|7|11|2|2|,69|31|21|6|4|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,69|31|21|6|4|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,69|31|21|6|4|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
35,0|1|2|3|4|5|,69|31|21|6|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,69|31|21|6|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|69|31|21|6|4|,0|0|0|0|0|0|,154|69|31|21|6|4|,94|39|14|17|0|2|,62|30|17|4|6|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,62|30|17|4|6|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,62|30|17|4|6|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
36,0|1|2|3|4|5|,62|30|17|4|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,62|30|17|4|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|62|30|17|4|6|,0|0|0|0|0|0|,117|62|30|17|4|6|,39|27|12|7|0|6|,78|35|18|10|4|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,78|35|18|10|4|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,78|35|18|10|4|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
37,0|1|2|3|4|5|,78|35|18|10|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,78|35|18|10|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|78|35|18|10|4|,0|0|0|0|0|0|,153|78|35|18|10|4|,94|54|21|13|6|2|,60|24|14|5|4|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,60|24|14|5|4|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,60|24|14|5|4|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
38,0|1|2|3|4|5|,60|24|14|5|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,60|24|14|5|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|60|24|14|5|4|,0|0|0|0|0|0|,175|60|24|14|5|4|,105|22|2|3|0|2|,74|38|22|11|5|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,74|38|22|11|5|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,74|38|22|11|5|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
39,0|1|2|3|4|5|,74|38|22|11|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,74|38|22|11|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|74|38|22|11|5|,0|0|0|0|0|0|,145|74|38|22|11|5|,75|43|24|17|9|4|,68|31|14|5|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,68|31|14|5|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,68|31|14|5|2|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
