Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
10,0|1|2|3|4|5|,97|36|28|11|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,97|36|28|11|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|97|36|28|11|5|,0|0|0|0|0|0|,155|97|36|28|11|5|,62|54|3|17|6|3|,90|43|33|11|5|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,90|43|33|11|5|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,90|43|33|11|5|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
11,0|1|2|3|4|5|,90|43|33|11|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,90|43|33|11|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|90|43|33|11|5|,0|0|0|0|0|0|,243|90|43|33|11|5|,169|57|17|27|4|3|,74|33|26|6|7|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,74|33|26|6|7|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,74|33|26|6|7|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
12,0|1|2|3|4|5|,74|33|26|6|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,74|33|26|6|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|74|33|26|6|7|,0|0|0|0|0|0|,95|74|33|26|6|7|,1|34|6|15|0|6|,95|40|27|11|6|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,95|40|27|11|6|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,95|40|27|11|6|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
13,0|1|2|3|4|5|,95|40|27|11|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,95|40|27|11|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|95|40|27|11|6|,0|0|0|0|0|0|,236|95|40|27|11|6|,157|68|15|17|5|4|,80|27|25|10|6|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,80|27|25|10|6|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,80|27|25|10|6|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
14,0|1|2|3|4|5|,80|27|25|10|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,80|27|25|10|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|80|27|25|10|6|,0|0|0|0|0|0|,119|80|27|25|10|6|,23|34|0|13|5|4|,99|46|27|12|5|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,99|46|27|12|5|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,99|46|27|12|5|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
15,0|1|2|3|4|5|,99|46|27|12|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,99|46|27|12|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|99|46|27|12|5|,0|0|0|0|0|0|,275|99|46|27|12|5|,164|63|16|20|5|4|,113|36|30|7|7|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,113|36|30|7|7|1|,0|0|0|0|0|0|,0|0|1|0|0|0|,113|36|29|7|7|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
16,0|1|2|3|4|5|,113|36|29|7|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,113|36|29|7|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|113|36|29|7|7|,0|0|0|0|0|0|,266|113|36|29|7|7|,155|66|6|16|0|6|,113|47|30|13|7|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,113|47|30|13|7|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,113|47|30|13|7|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
17,0|1|2|3|4|5|,113|47|30|13|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,113|47|30|13|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|113|47|30|13|7|,0|0|0|0|0|0|,261|113|47|30|13|7|,168|68|20|22|9|5|,93|45|27|8|4|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,93|45|27|8|4|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,93|45|27|8|4|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
18,0|1|2|3|4|5|,93|45|27|8|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,93|45|27|8|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|93|45|27|8|4|,0|0|0|0|0|0|,262|93|45|27|8|4|,156|41|17|15|2|1|,102|52|28|12|6|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,102|52|28|12|6|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,102|52|28|12|6|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
19,0|1|2|3|4|5|,102|52|28|12|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,102|52|28|12|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|102|52|28|12|6|,0|0|0|0|0|0|,317|102|52|28|12|6|,214|53|30|17|8|3|,106|49|22|11|4|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,106|49|22|11|4|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,106|49|22|11|4|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
20,0|1|2|3|4|5|,106|49|22|11|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,106|49|22|11|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|106|49|22|11|4|,0|0|0|0|0|0|,281|106|49|22|11|4|,177|60|25|9|4|1|,109|46|24|13|7|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,109|46|24|13|7|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,109|46|24|13|7|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
21,0|1|2|3|4|5|,109|46|24|13|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,109|46|24|13|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|109|46|24|13|7|,0|0|0|0|0|0|,271|109|46|24|13|7|,166|65|20|11|8|5|,102|44|26|13|5|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,102|44|26|13|5|2|,0|0|0|0|0|0|,0|0|0|1|0|0|,102|44|26|12|5|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
22,0|1|2|3|4|5|,102|44|26|12|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,102|44|26|12|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|102|44|26|12|5|,0|0|0|0|0|0|,244|102|44|26|12|5|,141|57|19|15|5|2|,105|45|25|11|7|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,105|45|25|11|7|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,105|45|25|11|7|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
23,0|1|2|3|4|5|,105|45|25|11|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,105|45|25|11|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|105|45|25|11|7|,0|0|0|0|0|0|,195|105|45|25|11|7|,112|60|19|13|3|6|,81|45|26|12|8|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,81|45|26|12|8|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,81|45|26|12|8|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
24,0|1|2|3|4|5|,81|45|26|12|8|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,81|45|26|12|8|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|81|45|26|12|8|,0|0|0|0|0|0|,204|81|45|26|12|8|,78|34|18|15|6|7|,126|47|27|11|6|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,126|47|27|11|6|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,126|47|27|11|6|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
25,0|1|2|3|4|5|,126|47|27|11|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,126|47|27|11|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|126|47|27|11|6|,0|0|0|0|0|0|,260|126|47|27|11|6|,155|87|21|15|5|4|,102|39|26|12|6|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,102|39|26|12|6|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,102|39|26|12|6|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
26,0|1|2|3|4|5|,102|39|26|12|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,102|39|26|12|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|102|39|26|12|6|,0|0|0|0|0|0|,159|102|39|26|12|6|,55|55|14|17|7|3|,105|47|25|9|5|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,105|47|25|9|5|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,105|47|25|9|5|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
27,0|1|2|3|4|5|,105|47|25|9|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,105|47|25|9|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|105|47|25|9|5|,0|0|0|0|0|0|,180|105|47|25|9|5|,73|60|24|14|0|2|,107|45|23|11|9|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,107|45|23|11|9|3|,0|0|0|0|0|0|,0|0|0|0|2|0|,107|45|23|11|7|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
28,0|1|2|3|4|5|,107|45|23|11|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,107|45|23|11|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|107|45|23|11|7|,0|0|0|0|0|0|,198|107|45|23|11|7|,113|61|18|11|5|5|,87|46|27|12|6|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,87|46|27|12|6|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,87|46|27|12|6|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
29,0|1|2|3|4|5|,87|46|27|12|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,87|46|27|12|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|87|46|27|12|6|,0|0|0|0|0|0|,267|87|46|27|12|6|,151|38|21|17|5|4|,116|49|25|10|7|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,116|49|25|10|7|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,116|49|25|10|7|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
30,0|1|2|3|4|5|,116|49|25|10|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,116|49|25|10|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|116|49|25|10|7|,0|0|0|0|0|0|,268|116|49|25|10|7|,163|74|24|12|5|5|,109|42|25|13|5|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,109|42|25|13|5|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,109|42|25|13|5|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
31,0|1|2|3|4|5|,109|42|25|13|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,109|42|25|13|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|109|42|25|13|5|,0|0|0|0|0|0|,206|109|42|25|13|5|,93|69|15|15|7|2|,114|40|27|10|6|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,114|40|27|10|6|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,114|40|27|10|6|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
32,0|1|2|3|4|5|,114|40|27|10|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,114|40|27|10|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|114|40|27|10|6|,0|0|0|0|0|0|,189|114|40|27|10|6|,85|72|10|17|2|4|,102|42|30|10|8|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,102|42|30|10|8|2|,0|0|0|0|0|0|,0|0|0|0|4|0|,102|42|30|10|4|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
33,0|1|2|3|4|5|,102|42|30|10|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,102|42|30|10|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|102|42|30|10|4|,0|0|0|0|0|0|,214|102|42|30|10|4|,98|56|12|22|4|1|,117|46|30|8|6|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,117|46|30|8|6|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,117|46|30|8|6|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
34,0|1|2|3|4|5|,117|46|30|8|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,117|46|30|8|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|117|46|30|8|6|,0|0|0|0|0|0|,188|117|46|30|8|6|,70|76|19|21|2|4|,117|41|27|9|6|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,117|41|27|9|6|2|,0|0|0|0|0|0|,0|0|0|0|0|1|,117|41|27|9|6|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
35,0|1|2|3|4|5|,117|41|27|9|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,117|41|27|9|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|117|41|27|9|6|,0|0|0|0|0|0|,222|117|41|27|9|6|,135|78|13|17|2|3|,85|39|28|10|7|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,85|39|28|10|7|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,85|39|28|10|7|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
36,0|1|2|3|4|5|,85|39|28|10|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,85|39|28|10|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|85|39|28|10|7|,0|0|0|0|0|0|,252|85|39|28|10|7|,143|28|10|19|1|5|,111|57|29|9|9|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,111|57|29|9|9|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,111|57|29|9|9|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
37,0|1|2|3|4|5|,111|57|29|9|9|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,111|57|29|9|9|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|111|57|29|9|9|,0|0|0|0|0|0|,321|111|57|29|9|9|,215|67|35|18|3|8|,106|44|22|11|6|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,106|44|22|11|6|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,106|44|22|11|6|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
38,0|1|2|3|4|5|,106|44|22|11|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,106|44|22|11|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|106|44|22|11|6|,0|0|0|0|0|0|,186|106|44|22|11|6|,82|61|16|9|5|4|,103|45|28|13|6|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,103|45|28|13|6|2|,0|0|0|0|0|0|,0|0|0|0|0|1|,103|45|28|13|6|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
39,0|1|2|3|4|5|,103|45|28|13|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,103|45|28|13|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|103|45|28|13|6|,0|0|0|0|0|0|,241|103|45|28|13|6|,135|53|20|19|9|3|,105|50|25|9|4|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,105|50|25|9|4|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,105|50|25|9|4|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
