Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
10,0|1|2|3|4|5|,149|49|37|14|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,149|49|37|14|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|149|49|37|14|7|,0|0|0|0|0|0|,303|149|49|37|14|7|,153|89|9|25|6|4|,149|60|40|12|8|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,149|60|40|12|8|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,149|60|40|12|8|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
11,0|1|2|3|4|5|,149|60|40|12|8|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,149|60|40|12|8|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|149|60|40|12|8|,0|0|0|0|0|0|,266|149|60|40|12|8|,116|95|28|30|0|4|,143|54|32|10|12|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,143|54|32|10|12|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,143|54|32|10|12|4|,0|0|0|0|0|4|,0|0|0|0|0|0|
12,0|1|2|3|4|5|,143|54|32|10|12|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,143|54|32|10|12|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|143|54|32|10|12|,0|0|0|0|0|0|,334|143|54|32|10|12|,185|78|16|14|0|11|,151|65|38|18|10|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,151|65|38|18|10|1|,0|0|0|0|0|0|,0|0|0|1|0|0|,151|65|38|17|10|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
13,0|1|2|3|4|5|,151|65|38|17|10|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,151|65|38|17|10|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|151|65|38|17|10|,0|0|0|0|0|0|,331|151|65|38|17|10|,187|96|36|27|10|7|,141|55|29|11|7|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,141|55|29|11|7|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,141|55|29|11|7|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
14,0|1|2|3|4|5|,141|55|29|11|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,141|55|29|11|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|141|55|29|11|7|,0|0|0|0|0|0|,264|141|55|29|11|7|,105|80|16|10|2|4|,158|61|39|19|9|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,158|61|39|19|9|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,158|61|39|19|9|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
15,0|1|2|3|4|5|,158|61|39|19|9|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,158|61|39|19|9|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|158|61|39|19|9|,0|0|0|0|0|0|,296|158|61|39|19|9|,149|107|28|28|14|5|,146|51|33|11|5|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,146|51|33|11|5|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,146|51|33|11|5|4|,0|0|0|0|0|4|,0|0|0|0|0|0|
16,0|1|2|3|4|5|,146|51|33|11|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,146|51|33|11|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|146|51|33|11|5|,0|0|0|0|0|0|,149|146|51|33|11|5|,6|86|12|17|2|2|,145|60|39|16|9|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,145|60|39|16|9|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,145|60|39|16|9|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
17,0|1|2|3|4|5|,145|60|39|16|9|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,145|60|39|16|9|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|145|60|39|16|9|,0|0|0|0|0|0|,223|145|60|39|16|9|,61|87|26|29|9|6|,161|58|34|10|7|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,161|58|34|10|7|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,161|58|34|10|7|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
18,0|1|2|3|4|5|,161|58|34|10|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,161|58|34|10|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|161|58|34|10|7|,0|0|0|0|0|0|,224|161|58|34|10|7|,65|108|24|18|2|4|,160|53|34|16|8|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,160|53|34|16|8|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,160|53|34|16|8|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
19,0|1|2|3|4|5|,160|53|34|16|8|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,160|53|34|16|8|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|160|53|34|16|8|,0|0|0|0|0|0|,269|160|53|34|16|8|,146|108|15|18|9|4|,119|52|38|16|7|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,119|52|38|16|7|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,119|52|38|16|7|4|,0|0|0|0|0|4|,0|0|0|0|0|0|
20,0|1|2|3|4|5|,119|52|38|16|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,119|52|38|16|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|119|52|38|16|7|,0|0|0|0|0|0|,346|119|52|38|16|7|,199|43|13|27|7|4|,154|76|39|11|9|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,154|76|39|11|9|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,154|76|39|11|9|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
21,0|1|2|3|4|5|,154|76|39|11|9|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,154|76|39|11|9|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|154|76|39|11|9|,0|0|0|0|0|0|,298|154|76|39|11|9|,150|99|52|28|5|5|,148|55|24|11|6|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,148|55|24|11|6|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,148|55|24|11|6|4|,0|0|0|0|0|4|,0|0|0|0|0|0|
22,0|1|2|3|4|5|,148|55|24|11|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,148|55|24|11|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|148|55|24|11|6|,0|0|0|0|0|0|,248|148|55|24|11|6|,88|90|15|5|0|2|,157|58|40|19|11|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,157|58|40|19|11|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,157|58|40|19|11|4|,0|0|0|0|0|4|,0|0|0|0|0|0|
23,0|1|2|3|4|5|,157|58|40|19|11|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,157|58|40|19|11|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|157|58|40|19|11|,0|0|0|0|0|0|,349|157|58|40|19|11|,212|103|20|30|13|9|,139|54|38|10|6|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,139|54|38|10|6|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,139|54|38|10|6|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
24,0|1|2|3|4|5|,139|54|38|10|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,139|54|38|10|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|139|54|38|10|6|,0|0|0|0|0|0|,273|139|54|38|10|6|,110|75|13|26|2|2|,163|64|41|12|8|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,163|64|41|12|8|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,163|64|41|12|8|4|,0|0|0|0|0|4|,0|0|0|0|0|0|
25,0|1|2|3|4|5|,163|64|41|12|8|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,163|64|41|12|8|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|163|64|41|12|8|,0|0|0|0|0|0|,379|163|64|41|12|8|,244|109|30|31|4|4|,138|54|34|10|8|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,138|54|34|10|8|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,138|54|34|10|8|4|,0|0|0|0|0|4|,0|0|0|0|0|0|
26,0|1|2|3|4|5|,138|54|34|10|8|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,138|54|34|10|8|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|138|54|34|10|8|,0|0|0|0|0|0|,365|138|54|34|10|8|,227|74|13|19|0|4|,141|64|41|15|10|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,141|64|41|15|10|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,141|64|41|15|10|4|,0|0|0|0|0|4|,0|0|0|0|0|0|
27,0|1|2|3|4|5|,141|64|41|15|10|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,141|64|41|15|10|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|141|64|41|15|10|,0|0|0|0|0|0|,320|141|64|41|15|10|,176|83|33|32|7|7|,149|58|31|9|8|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,149|58|31|9|8|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,149|58|31|9|8|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
28,0|1|2|3|4|5|,149|58|31|9|8|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,149|58|31|9|8|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|149|58|31|9|8|,0|0|0|0|0|0|,304|149|58|31|9|8|,156|90|20|12|0|4|,148|59|38|19|9|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,148|59|38|19|9|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,148|59|38|19|9|4|,0|0|0|0|0|4|,0|0|0|0|0|0|
29,0|1|2|3|4|5|,148|59|38|19|9|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,148|59|38|19|9|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|148|59|38|19|9|,0|0|0|0|0|0|,376|148|59|38|19|9|,244|93|25|27|13|5|,135|55|34|11|6|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,135|55|34|11|6|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,135|55|34|11|6|4|,0|0|0|0|0|4|,0|0|0|0|0|0|
30,0|1|2|3|4|5|,135|55|34|11|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,135|55|34|11|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|135|55|34|11|6|,0|0|0|0|0|0|,349|135|55|34|11|6|,206|68|19|19|0|2|,146|67|36|15|11|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,146|67|36|15|11|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,146|67|36|15|11|4|,0|0|0|0|0|4|,0|0|0|0|0|0|
31,0|1|2|3|4|5|,146|67|36|15|11|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,146|67|36|15|11|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|146|67|36|15|11|,0|0|0|0|0|0|,392|146|67|36|15|11|,254|90|37|22|6|9|,144|56|30|14|9|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,144|56|30|14|9|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,144|56|30|14|9|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
32,0|1|2|3|4|5|,144|56|30|14|9|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,144|56|30|14|9|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|144|56|30|14|9|,0|0|0|0|0|0|,226|144|56|30|14|9|,69|87|18|12|5|6|,155|57|38|18|9|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,155|57|38|18|9|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,155|57|38|18|9|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
33,0|1|2|3|4|5|,155|57|38|18|9|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,155|57|38|18|9|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|155|57|38|18|9|,0|0|0|0|0|0|,336|155|57|38|18|9|,192|100|19|26|11|6|,143|55|38|12|7|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,143|55|38|12|7|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,143|55|38|12|7|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
34,0|1|2|3|4|5|,143|55|38|12|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,143|55|38|12|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|143|55|38|12|7|,0|0|0|0|0|0|,343|143|55|38|12|7|,204|81|14|25|1|4|,142|62|41|13|11|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,142|62|41|13|11|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,142|62|41|13|11|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
35,0|1|2|3|4|5|,142|62|41|13|11|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,142|62|41|13|11|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|142|62|41|13|11|,0|0|0|0|0|0|,374|142|62|41|13|11|,239|81|27|29|6|9|,138|61|35|12|7|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,138|61|35|12|7|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,138|61|35|12|7|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
36,0|1|2|3|4|5|,138|61|35|12|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,138|61|35|12|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|138|61|35|12|7|,0|0|0|0|0|0|,254|138|61|35|12|7|,102|77|26|20|2|4|,157|61|35|15|10|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,157|61|35|15|10|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,157|61|35|15|10|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
37,0|1|2|3|4|5|,157|61|35|15|10|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,157|61|35|15|10|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|157|61|35|15|10|,0|0|0|0|0|0|,357|157|61|35|15|10|,213|101|25|21|6|8|,149|56|36|14|9|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,149|56|36|14|9|2|,0|0|0|0|0|0|,0|0|0|0|2|0|,149|56|36|14|7|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
38,0|1|2|3|4|5|,149|56|36|14|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,149|56|36|14|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|149|56|36|14|7|,0|0|0|0|0|0|,392|149|56|36|14|7|,260|92|18|23|4|5|,133|57|38|13|10|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,133|57|38|13|10|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,133|57|38|13|10|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
39,0|1|2|3|4|5|,133|57|38|13|10|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,133|57|38|13|10|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|133|57|38|13|10|,0|0|0|0|0|0|,271|133|57|38|13|10|,119|65|19|26|4|8|,152|68|38|12|9|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,152|68|38|12|9|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,152|68|38|12|9|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
