Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
10,0|1|2|3|4|5|,23|10|6|4|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,23|10|6|4|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|23|10|6|4|2|,0|0|0|0|0|0|,45|23|10|6|4|2|,21|13|5|4|3|2|,27|10|5|2|1|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,27|10|5|2|1|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,27|10|5|2|1|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
11,0|1|2|3|4|5|,27|10|5|2|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,27|10|5|2|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|27|10|5|2|1|,0|0|0|0|0|0|,50|27|10|5|2|1|,25|19|5|2|0|0|,25|8|5|3|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,25|8|5|3|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,25|8|5|3|2|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
12,0|1|2|3|4|5|,25|8|5|3|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,25|8|5|3|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|25|8|5|3|2|,0|0|0|0|0|0|,40|25|8|5|3|2|,14|15|0|2|2|2|,26|10|8|3|1|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,26|10|8|3|1|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,26|10|8|3|1|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
13,0|1|2|3|4|5|,26|10|8|3|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,26|10|8|3|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|26|10|8|3|1|,0|0|0|0|0|0|,27|26|10|8|3|1|,0|18|6|7|2|0|,27|8|4|1|1|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,27|8|4|1|1|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,27|8|4|1|1|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
14,0|1|2|3|4|5|,27|8|4|1|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,27|8|4|1|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|27|8|4|1|1|,0|0|0|0|0|0|,29|27|8|4|1|1|,0|18|0|0|0|0|,29|9|8|4|1|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,29|9|8|4|1|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,29|9|8|4|1|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
15,0|1|2|3|4|5|,29|9|8|4|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,29|9|8|4|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|29|9|8|4|1|,0|0|0|0|0|0|,28|29|9|8|4|1|,0|20|1|7|4|0|,28|9|8|1|0|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,28|9|8|1|0|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,28|9|8|1|0|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
16,0|1|2|3|4|5|,28|9|8|1|0|0|,31.0|31.0|31.0|31.0|nan|nan|,0.0|0.0|0.0|0.0|nan|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,28|9|8|1|0|0|,31.0|31.0|31.0|31.0|nan|nan|,0.0|0.0|0.0|0.0|nan|nan|,0|28|9|8|1|0|,0|0|0|0|0|0|,16|28|9|8|1|0|,0|20|1|7|0|0|,16|8|8|1|1|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,16|8|8|1|1|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,16|8|8|1|1|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
17,0|1|2|3|4|5|,16|8|8|1|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,16|8|8|1|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|16|8|8|1|1|,0|0|0|0|0|0|,16|16|8|8|1|1|,0|2|0|7|0|0|,16|14|8|1|1|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,16|14|8|1|1|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,16|14|8|1|1|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
18,0|1|2|3|4|5|,16|14|8|1|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,16|14|8|1|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|16|14|8|1|1|,0|0|0|0|0|0|,59|16|14|8|1|1|,35|0|10|7|0|0|,23|16|4|1|1|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,23|16|4|1|1|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,23|16|4|1|1|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
19,0|1|2|3|4|5|,23|16|4|1|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,23|16|4|1|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|23|16|4|1|1|,0|0|0|0|0|0|,30|23|16|4|1|1|,0|14|13|0|0|0|,30|9|3|4|1|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,30|9|3|4|1|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,30|9|3|4|1|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
20,0|1|2|3|4|5|,30|9|3|4|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,30|9|3|4|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|30|9|3|4|1|,0|0|0|0|0|0|,74|30|9|3|4|1|,52|22|3|0|3|0|,21|8|6|3|1|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,21|8|6|3|1|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,21|8|6|3|1|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
21,0|1|2|3|4|5|,21|8|6|3|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,21|8|6|3|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|21|8|6|3|1|,0|0|0|0|0|0|,16|21|8|6|3|1|,0|10|1|5|2|0|,16|11|7|1|1|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,16|11|7|1|1|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,16|11|7|1|1|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
22,0|1|2|3|4|5|,16|11|7|1|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,16|11|7|1|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|16|11|7|1|1|,0|0|0|0|0|0|,26|16|11|7|1|1|,0|2|7|5|0|0|,26|14|4|2|1|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,26|14|4|2|1|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,26|14|4|2|1|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
23,0|1|2|3|4|5|,26|14|4|2|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,26|14|4|2|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|26|14|4|2|1|,0|0|0|0|0|0|,35|26|14|4|2|1|,9|18|11|0|0|0|,26|8|3|4|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,26|8|3|4|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,26|8|3|4|2|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
24,0|1|2|3|4|5|,26|8|3|4|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,26|8|3|4|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|26|8|3|4|2|,0|0|0|0|0|0|,36|26|8|3|4|2|,9|17|0|0|3|2|,27|9|8|3|1|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,27|9|8|3|1|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,27|9|8|3|1|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
25,0|1|2|3|4|5|,27|9|8|3|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,27|9|8|3|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|27|9|8|3|1|,0|0|0|0|0|0|,52|27|9|8|3|1|,29|19|2|7|2|0|,22|8|7|1|1|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,22|8|7|1|1|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,22|8|7|1|1|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
26,0|1|2|3|4|5|,22|8|7|1|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,22|8|7|1|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|22|8|7|1|1|,0|0|0|0|0|0|,32|22|8|7|1|1|,2|12|1|5|0|0|,31|10|7|2|1|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,31|10|7|2|1|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,31|10|7|2|1|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
27,0|1|2|3|4|5|,31|10|7|2|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,31|10|7|2|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|31|10|7|2|1|,0|0|0|0|0|0|,43|31|10|7|2|1|,19|23|4|6|0|0|,23|8|6|1|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,23|8|6|1|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,23|8|6|1|2|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
28,0|1|2|3|4|5|,23|8|6|1|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,23|8|6|1|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|23|8|6|1|2|,0|0|0|0|0|0|,45|23|8|6|1|2|,19|12|0|3|0|2|,26|11|8|3|1|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,26|11|8|3|1|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,26|11|8|3|1|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
29,0|1|2|3|4|5|,26|11|8|3|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,26|11|8|3|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|26|11|8|3|1|,0|0|0|0|0|0|,31|26|11|8|3|1|,2|18|7|7|2|0|,30|8|4|1|1|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,30|8|4|1|1|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,30|8|4|1|1|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
30,0|1|2|3|4|5|,30|8|4|1|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,30|8|4|1|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|30|8|4|1|1|,0|0|0|0|0|0|,42|30|8|4|1|1|,16|22|0|0|0|0|,26|8|8|4|1|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,26|8|8|4|1|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,26|8|8|4|1|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
31,0|1|2|3|4|5|,26|8|8|4|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,26|8|8|4|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|26|8|8|4|1|,0|0|0|0|0|0|,56|26|8|8|4|1|,33|17|0|6|4|0|,22|9|8|2|0|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,22|9|8|2|0|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,22|9|8|2|0|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
32,0|1|2|3|4|5|,22|9|8|2|0|0|,31.0|31.0|31.0|31.0|nan|nan|,0.0|0.0|0.0|0.0|nan|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,22|9|8|2|0|0|,31.0|31.0|31.0|31.0|nan|nan|,0.0|0.0|0.0|0.0|nan|nan|,0|22|9|8|2|0|,0|0|0|0|0|0|,77|22|9|8|2|0|,54|10|1|7|0|0|,22|12|8|1|2|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,22|12|8|1|2|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,22|12|8|1|2|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
33,0|1|2|3|4|5|,22|12|8|1|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,22|12|8|1|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|22|12|8|1|2|,0|0|0|0|0|0|,104|22|12|8|1|2|,81|10|6|6|0|2|,24|12|6|2|1|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,24|12|6|2|1|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,24|12|6|2|1|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
34,0|1|2|3|4|5|,24|12|6|2|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,24|12|6|2|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|24|12|6|2|1|,0|0|0|0|0|0|,60|24|12|6|2|1|,36|14|8|4|0|0|,24|10|4|2|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,24|10|4|2|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,24|10|4|2|2|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
35,0|1|2|3|4|5|,24|10|4|2|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,24|10|4|2|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|24|10|4|2|2|,0|0|0|0|0|0|,57|24|10|4|2|2|,34|13|4|0|0|2|,22|11|6|4|2|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,22|11|6|4|2|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,22|11|6|4|2|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
36,0|1|2|3|4|5|,22|11|6|4|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,22|11|6|4|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|22|11|6|4|2|,0|0|0|0|0|0|,78|22|11|6|4|2|,56|11|5|4|3|2|,22|11|6|2|1|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,22|11|6|2|1|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,22|11|6|2|1|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
37,0|1|2|3|4|5|,22|11|6|2|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,22|11|6|2|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|22|11|6|2|1|,0|0|0|0|0|0|,63|22|11|6|2|1|,41|11|6|4|0|0|,21|11|5|2|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,21|11|5|2|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,21|11|5|2|2|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
38,0|1|2|3|4|5|,21|11|5|2|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,21|11|5|2|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|21|11|5|2|2|,0|0|0|0|0|0|,49|21|11|5|2|2|,25|10|5|2|0|2|,24|11|6|3|2|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,24|11|6|3|2|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,24|11|6|3|2|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
39,0|1|2|3|4|5|,24|11|6|3|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,24|11|6|3|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|24|11|6|3|2|,0|0|0|0|0|0|,39|24|11|6|3|2|,12|14|5|4|2|2|,27|10|6|2|1|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,27|10|6|2|1|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,27|10|6|2|1|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
