Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
10,0|1|2|3|4|5|,47|13|12|6|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,47|13|12|6|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|47|13|12|6|4|,0|0|0|0|0|0|,43|47|13|12|6|4|,0|23|0|7|4|4|,43|24|13|5|2|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,43|24|13|5|2|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,43|24|13|5|2|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
11,0|1|2|3|4|5|,43|24|13|5|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,43|24|13|5|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|43|24|13|5|2|,0|0|0|0|0|0|,146|43|24|13|5|2|,102|20|14|10|3|0|,44|23|10|3|2|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,44|23|10|3|2|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,44|23|10|3|2|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
12,0|1|2|3|4|5|,44|23|10|3|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,44|23|10|3|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|44|23|10|3|2|,0|0|0|0|0|0|,80|44|23|10|3|2|,25|22|12|6|0|0|,55|22|11|4|3|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,55|22|11|4|3|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,55|22|11|4|3|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
13,0|1|2|3|4|5|,55|22|11|4|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,55|22|11|4|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|55|22|11|4|3|,0|0|0|0|0|0|,120|55|22|11|4|3|,75|37|11|5|2|2|,48|18|11|6|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,48|18|11|6|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,48|18|11|6|2|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
14,0|1|2|3|4|5|,48|18|11|6|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,48|18|11|6|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|48|18|11|6|2|,0|0|0|0|0|0|,87|48|18|11|6|2|,35|30|4|5|4|0|,53|18|14|6|2|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,53|18|14|6|2|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,53|18|14|6|2|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
15,0|1|2|3|4|5|,53|18|14|6|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,53|18|14|6|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|53|18|14|6|2|,0|0|0|0|0|0|,143|53|18|14|6|2|,95|34|3|11|3|2|,49|19|15|3|3|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,49|19|15|3|3|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,49|19|15|3|3|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
16,0|1|2|3|4|5|,49|19|15|3|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,49|19|15|3|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|49|19|15|3|3|,0|0|0|0|0|0|,111|49|19|15|3|3|,66|28|5|12|0|2|,44|21|14|3|3|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,44|21|14|3|3|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,44|21|14|3|3|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
17,0|1|2|3|4|5|,44|21|14|3|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,44|21|14|3|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|44|21|14|3|3|,0|0|0|0|0|0|,114|44|21|14|3|3|,64|21|9|10|0|2|,50|23|12|4|3|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,50|23|12|4|3|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,50|23|12|4|3|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
18,0|1|2|3|4|5|,50|23|12|4|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,50|23|12|4|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|50|23|12|4|3|,0|0|0|0|0|0|,111|50|23|12|4|3|,66|30|12|7|2|2|,47|20|11|5|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,47|20|11|5|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,47|20|11|5|2|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
19,0|1|2|3|4|5|,47|20|11|5|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,47|20|11|5|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|47|20|11|5|2|,0|0|0|0|0|0|,121|47|20|11|5|2|,76|28|8|6|2|0|,44|19|12|5|3|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,44|19|12|5|3|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,44|19|12|5|3|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
20,0|1|2|3|4|5|,44|19|12|5|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,44|19|12|5|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|44|19|12|5|3|,0|0|0|0|0|0|,112|44|19|12|5|3|,63|22|7|7|2|2|,47|22|12|5|3|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,47|22|12|5|3|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,47|22|12|5|3|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
21,0|1|2|3|4|5|,47|22|12|5|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,47|22|12|5|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|47|22|12|5|3|,0|0|0|0|0|0|,49|47|22|12|5|3|,1|30|14|7|2|2|,49|17|8|5|3|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,49|17|8|5|3|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,49|17|8|5|3|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
22,0|1|2|3|4|5|,49|17|8|5|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,49|17|8|5|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|49|17|8|5|3|,0|0|0|0|0|0|,67|49|17|8|5|3|,34|26|4|1|2|2|,34|23|13|7|3|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,34|23|13|7|3|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,34|23|13|7|3|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
23,0|1|2|3|4|5|,34|23|13|7|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,34|23|13|7|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|34|23|13|7|3|,0|0|0|0|0|0|,60|34|23|13|7|3|,1|13|12|9|6|2|,60|21|11|4|1|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,60|21|11|4|1|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,60|21|11|4|1|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
24,0|1|2|3|4|5|,60|21|11|4|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,60|21|11|4|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|60|21|11|4|1|,0|0|0|0|0|0|,72|60|21|11|4|1|,27|44|10|5|2|0|,45|16|11|6|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,45|16|11|6|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,45|16|11|6|2|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
25,0|1|2|3|4|5|,45|16|11|6|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,45|16|11|6|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|45|16|11|6|2|,0|0|0|0|0|0|,75|45|16|11|6|2|,41|23|1|6|4|0|,36|22|15|5|2|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,36|22|15|5|2|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,36|22|15|5|2|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
26,0|1|2|3|4|5|,36|22|15|5|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,36|22|15|5|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|36|22|15|5|2|,0|0|0|0|0|0|,124|36|22|15|5|2|,66|15|11|12|2|2|,60|21|11|3|3|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,60|21|11|3|3|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,60|21|11|3|3|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
27,0|1|2|3|4|5|,60|21|11|3|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,60|21|11|3|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|60|21|11|3|3|,0|0|0|0|0|0|,60|60|21|11|3|3|,3|45|9|6|0|2|,58|15|12|5|3|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,58|15|12|5|3|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,58|15|12|5|3|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
28,0|1|2|3|4|5|,58|15|12|5|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,58|15|12|5|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|58|15|12|5|3|,0|0|0|0|0|0|,121|58|15|12|5|3|,69|39|2|8|2|2|,51|19|13|4|3|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,51|19|13|4|3|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,51|19|13|4|3|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
29,0|1|2|3|4|5|,51|19|13|4|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,51|19|13|4|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|51|19|13|4|3|,0|0|0|0|0|0|,72|51|19|13|4|3|,17|34|7|9|0|2|,55|17|12|4|4|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,55|17|12|4|4|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,55|17|12|4|4|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
30,0|1|2|3|4|5|,55|17|12|4|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,55|17|12|4|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|55|17|12|4|4|,0|0|0|0|0|0|,100|55|17|12|4|4|,50|35|4|7|0|4|,52|20|13|5|4|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,52|20|13|5|4|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,52|20|13|5|4|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
31,0|1|2|3|4|5|,52|20|13|5|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,52|20|13|5|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|52|20|13|5|4|,0|0|0|0|0|0|,127|52|20|13|5|4|,80|32|7|9|3|4|,49|20|13|4|2|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,49|20|13|4|2|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,49|20|13|4|2|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
32,0|1|2|3|4|5|,49|20|13|4|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,49|20|13|4|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|49|20|13|4|2|,0|0|0|0|0|0|,114|49|20|13|4|2|,71|32|9|9|0|0|,43|17|11|4|4|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,43|17|11|4|4|2|,0|0|0|0|0|0|,0|0|0|0|0|2|,43|17|11|4|4|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
33,0|1|2|3|4|5|,43|17|11|4|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,43|17|11|4|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|43|17|11|4|4|,0|0|0|0|0|0|,81|43|17|11|4|4|,26|18|4|6|0|4|,58|25|13|5|4|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,58|25|13|5|4|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,58|25|13|5|4|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
34,0|1|2|3|4|5|,58|25|13|5|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,58|25|13|5|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|58|25|13|5|4|,0|0|0|0|0|0|,81|58|25|13|5|4|,28|43|17|8|2|4|,54|15|8|5|3|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,54|15|8|5|3|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,54|15|8|5|3|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
35,0|1|2|3|4|5|,54|15|8|5|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,54|15|8|5|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|54|15|8|5|3|,0|0|0|0|0|0|,42|54|15|8|5|3|,7|37|2|1|2|2|,35|17|13|7|3|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,35|17|13|7|3|1|,0|0|0|0|0|0|,0|0|0|2|0|0|,35|17|13|5|3|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
36,0|1|2|3|4|5|,35|17|13|5|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,35|17|13|5|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|35|17|13|5|3|,0|0|0|0|0|0|,92|35|17|13|5|3|,51|21|4|10|2|2|,42|14|13|3|3|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,42|14|13|3|3|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,42|14|13|3|3|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
37,0|1|2|3|4|5|,42|14|13|3|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,42|14|13|3|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|42|14|13|3|3|,0|0|0|0|0|0|,100|42|14|13|3|3|,50|15|1|9|0|2|,50|27|13|4|3|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,50|27|13|4|3|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,50|27|13|4|3|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
38,0|1|2|3|4|5|,50|27|13|4|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,50|27|13|4|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|50|27|13|4|3|,0|0|0|0|0|0|,97|50|27|13|4|3|,49|31|20|9|0|2|,49|19|7|4|4|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,49|19|7|4|4|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,49|19|7|4|4|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
39,0|1|2|3|4|5|,49|19|7|4|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,49|19|7|4|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|49|19|7|4|4|,0|0|0|0|0|0|,80|49|19|7|4|4|,29|28|5|0|0|4|,51|21|14|7|4|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,51|21|14|7|4|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,51|21|14|7|4|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
