Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
10,0|1|2|3|4|5|,315|127|68|24|16|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,315|127|68|24|16|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|315|127|68|24|16|,0|0|0|0|0|0|,527|315|127|68|24|16|,276|206|64|39|7|8|,256|109|63|29|17|8|,0|0|0|0|0|0|,0|0|0|0|0|0|,256|109|63|29|17|8|,0|0|0|0|0|0|,0|0|0|0|0|0|,256|109|63|29|17|8|,0|0|0|0|0|8|,0|0|0|0|0|0|
11,0|1|2|3|4|5|,256|109|63|29|17|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,256|109|63|29|17|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|256|109|63|29|17|,0|0|0|0|0|0|,519|256|109|63|29|17|,216|107|37|33|15|12|,298|149|72|30|14|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,298|149|72|30|14|5|,0|0|0|0|0|0|,0|0|0|0|2|0|,298|149|72|30|12|5|,0|0|0|0|0|5|,0|0|0|0|0|0|
12,0|1|2|3|4|5|,298|149|72|30|12|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,298|149|72|30|12|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|298|149|72|30|12|,0|0|0|0|0|0|,656|298|149|72|30|12|,366|184|98|45|12|6|,289|114|51|27|18|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,289|114|51|27|18|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,289|114|51|27|18|6|,0|0|0|0|0|6|,0|0|0|0|0|0|
13,0|1|2|3|4|5|,289|114|51|27|18|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,289|114|51|27|18|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|289|114|51|27|18|,0|0|0|0|0|0|,508|289|114|51|27|18|,202|166|45|12|9|14|,308|123|69|39|18|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,308|123|69|39|18|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,308|123|69|39|18|4|,0|0|0|0|0|4|,0|0|0|0|0|0|
14,0|1|2|3|4|5|,308|123|69|39|18|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,308|123|69|39|18|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|308|123|69|39|18|,0|0|0|0|0|0|,646|308|123|69|39|18|,359|197|54|40|27|12|,286|111|69|29|12|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,286|111|69|29|12|6|,0|0|0|0|0|0|,0|0|4|0|0|0|,286|111|65|29|12|6|,0|0|0|0|0|6|,0|0|0|0|0|0|
15,0|1|2|3|4|5|,286|111|65|29|12|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,286|111|65|29|12|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|286|111|65|29|12|,0|0|0|0|0|0|,585|286|111|65|29|12|,296|164|31|32|11|6|,282|122|80|33|18|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,282|122|80|33|18|6|,0|0|0|0|0|0|,0|0|3|1|0|0|,282|122|77|32|18|6|,0|0|0|0|0|6|,0|0|0|0|0|0|
16,0|1|2|3|4|5|,282|122|77|32|18|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,282|122|77|32|18|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|282|122|77|32|18|,0|0|0|0|0|0|,701|282|122|77|32|18|,434|161|52|57|19|11|,266|121|70|20|13|7|,0|0|0|0|0|0|,0|0|0|0|0|0|,266|121|70|20|13|7|,0|0|0|0|0|0|,0|0|0|0|0|0|,266|121|70|20|13|7|,0|0|0|0|0|7|,0|0|0|0|0|0|
17,0|1|2|3|4|5|,266|121|70|20|13|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,266|121|70|20|13|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|266|121|70|20|13|,0|0|0|0|0|0|,650|266|121|70|20|13|,349|136|49|38|2|6|,296|130|72|32|18|7|,0|0|0|0|0|0|,0|0|0|0|0|0|,296|130|72|32|18|7|,0|0|0|0|0|0|,0|0|0|2|0|0|,296|130|72|30|18|7|,0|0|0|0|0|7|,0|0|0|0|0|0|
18,0|1|2|3|4|5|,296|130|72|30|18|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,296|130|72|30|18|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|296|130|72|30|18|,0|0|0|0|0|0|,581|296|130|72|30|18|,282|185|71|47|13|11|,301|111|59|25|17|7|,0|0|0|0|0|0|,0|0|0|0|0|0|,301|111|59|25|17|7|,0|0|0|0|0|0|,0|0|0|0|0|0|,301|111|59|25|17|7|,0|0|0|0|0|7|,0|0|0|0|0|0|
19,0|1|2|3|4|5|,301|111|59|25|17|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,301|111|59|25|17|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|301|111|59|25|17|,0|0|0|0|0|0|,382|301|111|59|25|17|,80|193|36|23|10|10|,304|108|75|36|15|7|,0|0|0|0|0|0|,0|0|0|0|0|0|,304|108|75|36|15|7|,0|0|0|0|0|0|,0|0|0|0|0|0|,304|108|75|36|15|7|,0|0|0|0|0|7|,0|0|0|0|0|0|
20,0|1|2|3|4|5|,304|108|75|36|15|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,304|108|75|36|15|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|304|108|75|36|15|,0|0|0|0|0|0|,523|304|108|75|36|15|,208|192|29|52|25|8|,317|112|79|23|11|7|,0|0|0|0|0|0|,0|0|0|0|0|0|,317|112|79|23|11|7|,0|0|0|0|0|0|,0|0|0|0|0|0|,317|112|79|23|11|7|,0|0|0|0|0|7|,0|0|0|0|0|0|
21,0|1|2|3|4|5|,317|112|79|23|11|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,317|112|79|23|11|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|317|112|79|23|11|,0|0|0|0|0|0|,558|317|112|79|23|11|,254|210|35|55|6|4|,301|107|77|24|17|7|,0|0|0|0|0|0|,0|0|0|0|0|0|,301|107|77|24|17|7|,0|0|0|0|0|0|,0|0|0|0|0|0|,301|107|77|24|17|7|,0|0|0|0|0|7|,0|0|0|0|0|0|
22,0|1|2|3|4|5|,301|107|77|24|17|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,301|107|77|24|17|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|301|107|77|24|17|,0|0|0|0|0|0|,684|301|107|77|24|17|,408|188|27|52|5|9|,277|113|80|25|19|8|,0|0|0|0|0|0|,0|0|0|0|0|0|,277|113|80|25|19|8|,0|0|0|0|0|0|,0|0|0|0|0|0|,277|113|80|25|19|8|,0|0|0|0|0|8|,0|0|0|0|0|0|
23,0|1|2|3|4|5|,277|113|80|25|19|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,277|113|80|25|19|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|277|113|80|25|19|,0|0|0|0|0|0|,697|277|113|80|25|19|,432|153|36|56|13|12|,271|124|77|24|12|7|,0|0|0|0|0|0|,0|0|0|0|0|0|,271|124|77|24|12|7|,0|0|0|0|0|0|,0|0|0|0|0|0|,271|124|77|24|12|7|,0|0|0|0|0|7|,0|0|0|0|0|0|
24,0|1|2|3|4|5|,271|124|77|24|12|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,271|124|77|24|12|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|271|124|77|24|12|,0|0|0|0|0|0|,666|271|124|77|24|12|,374|144|55|52|8|2|,304|127|69|25|16|10|,0|0|0|0|0|0|,0|0|0|0|0|0|,304|127|69|25|16|10|,0|0|0|0|0|0|,0|0|0|0|0|0|,304|127|69|25|16|10|,0|0|0|0|0|10|,0|0|0|0|0|0|
25,0|1|2|3|4|5|,304|127|69|25|16|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,304|127|69|25|16|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|304|127|69|25|16|,0|0|0|0|0|0|,559|304|127|69|25|16|,297|191|63|43|7|8|,267|113|64|26|18|8|,0|0|0|0|0|0|,0|0|0|0|0|0|,267|113|64|26|18|8|,0|0|0|0|0|0|,0|0|0|0|0|0|,267|113|64|26|18|8|,0|0|0|0|0|8|,0|0|0|0|0|0|
26,0|1|2|3|4|5|,267|113|64|26|18|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,267|113|64|26|18|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|267|113|64|26|18|,0|0|0|0|0|0|,670|267|113|64|26|18|,376|144|40|34|7|11|,291|123|73|30|19|7|,0|0|0|0|0|0|,0|0|0|0|0|0|,291|123|73|30|19|7|,0|0|0|0|0|0|,0|0|0|0|3|0|,291|123|73|30|16|7|,0|0|0|0|0|7|,0|0|0|0|0|0|
27,0|1|2|3|4|5|,291|123|73|30|16|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,291|123|73|30|16|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|291|123|73|30|16|,0|0|0|0|0|0|,521|291|123|73|30|16|,251|178|55|50|15|7|,278|113|68|23|15|9|,0|0|0|0|0|0|,0|0|0|0|0|0|,278|113|68|23|15|9|,0|0|0|0|0|0|,0|0|0|0|0|0|,278|113|68|23|15|9|,0|0|0|0|0|9|,0|0|0|0|0|0|
28,0|1|2|3|4|5|,278|113|68|23|15|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,278|113|68|23|15|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|278|113|68|23|15|,0|0|0|0|0|0|,629|278|113|68|23|15|,308|168|38|36|6|9|,318|110|75|32|17|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,318|110|75|32|17|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,318|110|75|32|17|6|,0|0|0|0|0|6|,0|0|0|0|0|0|
29,0|1|2|3|4|5|,318|110|75|32|17|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,318|110|75|32|17|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|318|110|75|32|17|,0|0|0|0|0|0|,595|318|110|75|32|17|,297|211|32|51|17|10|,300|107|78|24|15|7|,0|0|0|0|0|0|,0|0|0|0|0|0|,300|107|78|24|15|7|,0|0|0|0|0|0|,0|0|0|0|0|2|,300|107|78|24|15|5|,0|0|0|0|0|5|,0|0|0|0|0|0|
30,0|1|2|3|4|5|,300|107|78|24|15|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,300|107|78|24|15|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|300|107|78|24|15|,0|0|0|0|0|0|,620|300|107|78|24|15|,330|182|34|57|6|5|,288|118|73|21|18|10|,0|0|0|0|0|0|,0|0|0|0|0|0|,288|118|73|21|18|10|,0|0|0|0|0|0|,0|0|0|0|0|0|,288|118|73|21|18|10|,0|0|0|0|0|10|,0|0|0|0|0|0|
31,0|1|2|3|4|5|,288|118|73|21|18|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,288|118|73|21|18|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|288|118|73|21|18|,0|0|0|0|0|0|,687|288|118|73|21|18|,403|168|45|47|2|11|,284|120|73|26|19|7|,0|0|0|0|0|0|,0|0|0|0|0|0|,284|120|73|26|19|7|,0|0|0|0|0|0|,0|0|0|0|0|0|,284|120|73|26|19|7|,0|0|0|0|0|7|,0|0|0|0|0|0|
32,0|1|2|3|4|5|,284|120|73|26|19|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,284|120|73|26|19|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|284|120|73|26|19|,0|0|0|0|0|0|,599|284|120|73|26|19|,296|165|51|48|4|14|,299|119|69|25|22|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,299|119|69|25|22|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,299|119|69|25|22|5|,0|0|0|0|0|5|,0|0|0|0|0|0|
33,0|1|2|3|4|5|,299|119|69|25|22|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,299|119|69|25|22|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|299|119|69|25|22|,0|0|0|0|0|0|,535|299|119|69|25|22|,236|180|47|41|5|19|,301|119|72|28|20|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,301|119|72|28|20|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,301|119|72|28|20|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
34,0|1|2|3|4|5|,301|119|72|28|20|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,301|119|72|28|20|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|301|119|72|28|20|,0|0|0|0|0|0|,658|301|119|72|28|20|,408|184|51|46|12|14|,253|117|68|26|16|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,253|117|68|26|16|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,253|117|68|26|16|6|,0|0|0|0|0|6|,0|0|0|0|0|0|
35,0|1|2|3|4|5|,253|117|68|26|16|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,253|117|68|26|16|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|253|117|68|26|16|,0|0|0|0|0|0|,567|253|117|68|26|16|,267|122|44|40|8|9|,302|131|73|28|18|7|,0|0|0|0|0|0|,0|0|0|0|0|0|,302|131|73|28|18|7|,0|0|0|0|0|0|,0|0|0|0|0|0|,302|131|73|28|18|7|,0|0|0|0|0|7|,0|0|0|0|0|0|
36,0|1|2|3|4|5|,302|131|73|28|18|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,302|131|73|28|18|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|302|131|73|28|18|,0|0|0|0|0|0|,713|302|131|73|28|18|,438|188|70|46|11|11|,280|114|61|27|17|7|,0|0|0|0|0|0|,0|0|0|0|0|0|,280|114|61|27|17|7|,0|0|0|0|0|0|,0|0|0|0|0|0|,280|114|61|27|17|7|,0|0|0|0|0|7|,0|0|0|0|0|0|
37,0|1|2|3|4|5|,280|114|61|27|17|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,280|114|61|27|17|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|280|114|61|27|17|,0|0|0|0|0|0|,627|280|114|61|27|17|,387|156|40|28|9|11|,243|124|74|33|18|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,243|124|74|33|18|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,243|124|74|33|18|6|,0|0|0|0|0|6|,0|0|0|0|0|0|
38,0|1|2|3|4|5|,243|124|74|33|18|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,243|124|74|33|18|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|243|124|74|33|18|,0|0|0|0|0|0|,601|243|124|74|33|18|,312|128|57|49|17|12|,290|115|67|25|16|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,290|115|67|25|16|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,290|115|67|25|16|6|,0|0|0|0|0|6|,0|0|0|0|0|0|
39,0|1|2|3|4|5|,290|115|67|25|16|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,290|115|67|25|16|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|290|115|67|25|16|,0|0|0|0|0|0|,519|290|115|67|25|16|,208|174|42|37|3|12|,316|116|73|30|22|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,316|116|73|30|22|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,316|116|73|30|22|4|,0|0|0|0|0|4|,0|0|0|0|0|0|
