Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
10,0|1|2|3|4|5|,187|88|64|22|13|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,187|88|64|22|13|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|187|88|64|22|13|,0|0|0|0|0|0|,404|187|88|64|22|13|,164|91|33|50|11|9|,240|96|55|14|11|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,240|96|55|14|11|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,240|96|55|14|11|4|,0|0|0|0|0|4|,0|0|0|0|0|0|
11,0|1|2|3|4|5|,240|96|55|14|11|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,240|96|55|14|11|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|240|96|55|14|11|,0|0|0|0|0|0|,417|240|96|55|14|11|,215|159|43|34|2|7|,201|81|53|21|12|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,201|81|53|21|12|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,201|81|53|21|12|4|,0|0|0|0|0|4|,0|0|0|0|0|0|
12,0|1|2|3|4|5|,201|81|53|21|12|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,201|81|53|21|12|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|201|81|53|21|12|,0|0|0|0|0|0|,451|201|81|53|21|12|,217|104|27|31|6|8|,232|97|54|22|15|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,232|97|54|22|15|4|,0|0|0|0|0|0|,0|0|0|2|0|0|,232|97|54|20|15|4|,0|0|0|0|0|4|,0|0|0|0|0|0|
13,0|1|2|3|4|5|,232|97|54|20|15|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,232|97|54|20|15|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|232|97|54|20|15|,0|0|0|0|0|0|,420|232|97|54|20|15|,217|148|51|32|5|13|,206|84|46|22|15|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,206|84|46|22|15|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,206|84|46|22|15|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
14,0|1|2|3|4|5|,206|84|46|22|15|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,206|84|46|22|15|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|206|84|46|22|15|,0|0|0|0|0|0|,451|206|84|46|22|15|,221|106|23|23|10|13|,228|100|61|23|12|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,228|100|61|23|12|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,228|100|61|23|12|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
15,0|1|2|3|4|5|,228|100|61|23|12|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,228|100|61|23|12|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|228|100|61|23|12|,0|0|0|0|0|0|,453|228|100|61|23|12|,276|148|56|44|11|7|,172|80|44|17|12|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,172|80|44|17|12|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,172|80|44|17|12|5|,0|0|0|0|0|5|,0|0|0|0|0|0|
16,0|1|2|3|4|5|,172|80|44|17|12|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,172|80|44|17|12|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|172|80|44|17|12|,0|0|0|0|0|0|,322|172|80|44|17|12|,67|86|18|19|4|7|,254|86|62|25|13|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,254|86|62|25|13|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,254|86|62|25|13|5|,0|0|0|0|0|5|,0|0|0|0|0|0|
17,0|1|2|3|4|5|,254|86|62|25|13|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,254|86|62|25|13|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|254|86|62|25|13|,0|0|0|0|0|0|,549|254|86|62|25|13|,335|172|37|45|11|10|,218|82|49|17|14|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,218|82|49|17|14|3|,0|0|0|0|0|0|,0|0|0|0|2|0|,218|82|49|17|12|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
18,0|1|2|3|4|5|,218|82|49|17|12|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,218|82|49|17|12|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|218|82|49|17|12|,0|0|0|0|0|0|,410|218|82|49|17|12|,205|129|20|25|4|7|,202|89|62|24|13|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,202|89|62|24|13|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,202|89|62|24|13|5|,0|0|0|0|0|5|,0|0|0|0|0|0|
19,0|1|2|3|4|5|,202|89|62|24|13|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,202|89|62|24|13|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|202|89|62|24|13|,0|0|0|0|0|0|,466|202|89|62|24|13|,236|105|38|47|13|9|,235|97|51|15|11|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,235|97|51|15|11|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,235|97|51|15|11|4|,0|0|0|0|0|4|,0|0|0|0|0|0|
20,0|1|2|3|4|5|,235|97|51|15|11|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,235|97|51|15|11|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|235|97|51|15|11|,0|0|0|0|0|0|,397|235|97|51|15|11|,180|155|46|26|2|6|,216|80|51|25|13|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,216|80|51|25|13|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,216|80|51|25|13|5|,0|0|0|0|0|5|,0|0|0|0|0|0|
21,0|1|2|3|4|5|,216|80|51|25|13|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,216|80|51|25|13|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|216|80|51|25|13|,0|0|0|0|0|0|,426|216|80|51|25|13|,219|121|20|31|17|8|,207|95|60|20|8|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,207|95|60|20|8|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,207|95|60|20|8|5|,0|0|0|0|0|5|,0|0|0|0|0|0|
22,0|1|2|3|4|5|,207|95|60|20|8|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,207|95|60|20|8|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|207|95|60|20|8|,0|0|0|0|0|0|,453|207|95|60|20|8|,240|108|43|42|9|2|,219|99|52|18|11|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,219|99|52|18|11|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,219|99|52|18|11|6|,0|0|0|0|0|6|,0|0|0|0|0|0|
23,0|1|2|3|4|5|,219|99|52|18|11|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,219|99|52|18|11|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|219|99|52|18|11|,0|0|0|0|0|0|,400|219|99|52|18|11|,208|129|51|28|8|6|,191|90|48|24|10|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,191|90|48|24|10|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,191|90|48|24|10|5|,0|0|0|0|0|5|,0|0|0|0|0|0|
24,0|1|2|3|4|5|,191|90|48|24|10|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,191|90|48|24|10|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|191|90|48|24|10|,0|0|0|0|0|0|,515|191|90|48|24|10|,278|108|35|25|14|6|,239|83|55|23|10|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,239|83|55|23|10|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,239|83|55|23|10|4|,0|0|0|0|0|4|,0|0|0|0|0|0|
25,0|1|2|3|4|5|,239|83|55|23|10|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,239|83|55|23|10|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|239|83|55|23|10|,0|0|0|0|0|0|,433|239|83|55|23|10|,203|158|28|34|13|6|,232|81|55|21|10|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,232|81|55|21|10|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,232|81|55|21|10|4|,0|0|0|0|0|4|,0|0|0|0|0|0|
26,0|1|2|3|4|5|,232|81|55|21|10|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,232|81|55|21|10|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|232|81|55|21|10|,0|0|0|0|0|0|,468|232|81|55|21|10|,295|146|24|34|9|5|,178|86|57|21|12|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,178|86|57|21|12|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,178|86|57|21|12|5|,0|0|0|0|0|5|,0|0|0|0|0|0|
27,0|1|2|3|4|5|,178|86|57|21|12|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,178|86|57|21|12|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|178|86|57|21|12|,0|0|0|0|0|0|,420|178|86|57|21|12|,225|89|30|38|8|8|,195|89|56|19|13|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,195|89|56|19|13|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,195|89|56|19|13|4|,0|0|0|0|0|4|,0|0|0|0|0|0|
28,0|1|2|3|4|5|,195|89|56|19|13|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,195|89|56|19|13|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|195|89|56|19|13|,0|0|0|0|0|0|,405|195|89|56|19|13|,239|114|36|37|4|9|,165|81|53|19|15|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,165|81|53|19|15|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,165|81|53|19|15|4|,0|0|0|0|0|4|,0|0|0|0|0|0|
29,0|1|2|3|4|5|,165|81|53|19|15|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,165|81|53|19|15|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|165|81|53|19|15|,0|0|0|0|0|0|,491|165|81|53|19|15|,232|63|24|29|8|13|,260|102|57|24|11|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,260|102|57|24|11|2|,0|0|0|0|0|0|,0|0|0|3|0|0|,260|102|57|21|11|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
30,0|1|2|3|4|5|,260|102|57|21|11|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,260|102|57|21|11|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|260|102|57|21|11|,0|0|0|0|0|0|,557|260|102|57|21|11|,342|186|56|35|10|6|,215|74|46|22|11|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,215|74|46|22|11|5|,0|0|0|0|0|0|,0|0|0|1|0|0|,215|74|46|21|11|5|,0|0|0|0|0|5|,0|0|0|0|0|0|
31,0|1|2|3|4|5|,215|74|46|21|11|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,215|74|46|21|11|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|215|74|46|21|11|,0|0|0|0|0|0|,316|215|74|46|21|11|,76|121|17|22|10|5|,236|94|57|24|11|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,236|94|57|24|11|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,236|94|57|24|11|6|,0|0|0|0|0|6|,0|0|0|0|0|0|
32,0|1|2|3|4|5|,236|94|57|24|11|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,236|94|57|24|11|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|236|94|57|24|11|,0|0|0|0|0|0|,418|236|94|57|24|11|,194|152|49|38|10|7|,224|84|45|19|14|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,224|84|45|19|14|4|,0|0|0|0|0|0|,0|0|0|0|4|0|,224|84|45|19|10|4|,0|0|0|0|0|4|,0|0|0|0|0|0|
33,0|1|2|3|4|5|,224|84|45|19|10|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,224|84|45|19|10|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|224|84|45|19|10|,0|0|0|0|0|0|,507|224|84|45|19|10|,285|132|23|19|6|6|,220|92|61|26|13|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,220|92|61|26|13|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,220|92|61|26|13|4|,0|0|0|0|0|4|,0|0|0|0|0|0|
34,0|1|2|3|4|5|,220|92|61|26|13|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,220|92|61|26|13|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|220|92|61|26|13|,0|0|0|0|0|0|,659|220|92|61|26|13|,448|129|40|42|15|9|,210|91|52|19|11|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,210|91|52|19|11|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,210|91|52|19|11|4|,0|0|0|0|0|4|,0|0|0|0|0|0|
35,0|1|2|3|4|5|,210|91|52|19|11|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,210|91|52|19|11|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|210|91|52|19|11|,0|0|0|0|0|0|,417|210|91|52|19|11|,187|117|37|32|5|6|,236|93|54|20|14|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,236|93|54|20|14|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,236|93|54|20|14|5|,0|0|0|0|0|5|,0|0|0|0|0|0|
36,0|1|2|3|4|5|,236|93|54|20|14|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,236|93|54|20|14|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|236|93|54|20|14|,0|0|0|0|0|0|,474|236|93|54|20|14|,251|152|38|36|7|11|,221|84|55|18|13|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,221|84|55|18|13|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,221|84|55|18|13|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
37,0|1|2|3|4|5|,221|84|55|18|13|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,221|84|55|18|13|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|221|84|55|18|13|,0|0|0|0|0|0|,398|221|84|55|18|13|,171|137|27|34|6|9|,231|84|57|21|12|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,231|84|57|21|12|4|,0|0|0|0|0|0|,0|0|0|0|2|1|,231|84|57|21|10|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
38,0|1|2|3|4|5|,231|84|57|21|10|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,231|84|57|21|10|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|231|84|57|21|10|,0|0|0|0|0|0|,491|231|84|57|21|10|,272|151|28|38|7|4|,217|80|56|19|14|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,217|80|56|19|14|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,217|80|56|19|14|6|,0|0|0|0|0|6|,0|0|0|0|0|0|
39,0|1|2|3|4|5|,217|80|56|19|14|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,217|80|56|19|14|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|217|80|56|19|14|,0|0|0|0|0|0|,487|217|80|56|19|14|,261|122|26|37|5|10|,229|95|54|19|14|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,229|95|54|19|14|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,229|95|54|19|14|4|,0|0|0|0|0|4|,0|0|0|0|0|0|
