Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
10,0|1|2|3|4|5|,296|117|65|25|10|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,296|117|65|25|10|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|296|117|65|25|10|,0|0|0|0|0|0|,621|296|117|65|25|10|,337|178|43|31|10|0|,280|118|74|34|15|10|,0|0|0|0|0|0|,0|0|0|0|0|0|,280|118|74|34|15|10|,0|0|0|0|0|0|,0|0|0|0|0|0|,280|118|74|34|15|10|,0|0|0|0|0|10|,0|0|0|0|0|0|
11,0|1|2|3|4|5|,280|118|74|34|15|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,280|118|74|34|15|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|280|118|74|34|15|,0|0|0|0|0|0|,612|280|118|74|34|15|,323|162|47|50|21|7|,291|118|71|24|13|8|,0|0|0|0|0|0|,0|0|0|0|0|0|,291|118|71|24|13|8|,0|0|0|0|0|0|,0|0|0|0|0|0|,291|118|71|24|13|8|,0|0|0|0|0|8|,0|0|0|0|0|0|
12,0|1|2|3|4|5|,291|118|71|24|13|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,291|118|71|24|13|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|291|118|71|24|13|,0|0|0|0|0|0|,650|291|118|71|24|13|,372|175|44|41|5|6|,280|116|74|30|19|7|,0|0|0|0|0|0|,0|0|0|0|0|0|,280|116|74|30|19|7|,0|0|0|0|0|0|,0|0|0|0|3|0|,280|116|74|30|16|7|,0|0|0|0|0|7|,0|0|0|0|0|0|
13,0|1|2|3|4|5|,280|116|74|30|16|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,280|116|74|30|16|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|280|116|74|30|16|,0|0|0|0|0|0|,580|280|116|74|30|16|,287|162|45|49|12|8|,295|118|71|25|18|8|,0|0|0|0|0|0|,0|0|0|0|0|0|,295|118|71|25|18|8|,0|0|0|0|0|0|,0|0|0|0|0|0|,295|118|71|25|18|8|,0|0|0|0|0|8|,0|0|0|0|0|0|
14,0|1|2|3|4|5|,295|118|71|25|18|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,295|118|71|25|18|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|295|118|71|25|18|,0|0|0|0|0|0|,628|295|118|71|25|18|,344|184|49|42|2|12|,283|111|69|29|23|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,283|111|69|29|23|6|,0|0|0|0|0|0|,0|0|0|0|2|0|,283|111|69|29|21|6|,0|0|0|0|0|6|,0|0|0|0|0|0|
15,0|1|2|3|4|5|,283|111|69|29|21|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,283|111|69|29|21|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|283|111|69|29|21|,0|0|0|0|0|0|,672|283|111|69|29|21|,422|167|37|45|14|15|,249|116|74|24|15|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,249|116|74|24|15|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,249|116|74|24|15|6|,0|0|0|0|0|6|,0|0|0|0|0|0|
16,0|1|2|3|4|5|,249|116|74|24|15|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,249|116|74|24|15|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|249|116|74|24|15|,0|0|0|0|0|0|,686|249|116|74|24|15|,422|124|41|50|7|6|,262|125|75|24|17|9|,0|0|0|0|0|0|,0|0|0|0|0|0|,262|125|75|24|17|9|,0|0|0|0|0|0|,0|0|0|0|0|0|,262|125|75|24|17|9|,0|0|0|0|0|9|,0|0|0|0|0|0|
17,0|1|2|3|4|5|,262|125|75|24|17|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,262|125|75|24|17|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|262|125|75|24|17|,0|0|0|0|0|0|,540|262|125|75|24|17|,230|132|57|49|6|12|,311|130|68|26|18|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,311|130|68|26|18|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,311|130|68|26|18|5|,0|0|0|0|0|5|,0|0|0|0|0|0|
18,0|1|2|3|4|5|,311|130|68|26|18|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,311|130|68|26|18|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|311|130|68|26|18|,0|0|0|0|0|0|,597|311|130|68|26|18|,321|203|66|38|9|12|,278|108|64|30|17|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,278|108|64|30|17|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,278|108|64|30|17|6|,0|0|0|0|0|6|,0|0|0|0|0|0|
19,0|1|2|3|4|5|,278|108|64|30|17|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,278|108|64|30|17|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|278|108|64|30|17|,0|0|0|0|0|0|,619|278|108|64|30|17|,328|155|30|34|12|11|,290|123|78|30|18|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,290|123|78|30|18|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,290|123|78|30|18|6|,0|0|0|0|0|6|,0|0|0|0|0|0|
20,0|1|2|3|4|5|,290|123|78|30|18|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,290|123|78|30|18|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|290|123|78|30|18|,0|0|0|0|0|0|,705|290|123|78|30|18|,428|174|57|56|12|11|,275|116|66|22|18|7|,0|0|0|0|0|0|,0|0|0|0|0|0|,275|116|66|22|18|7|,0|0|0|0|0|0|,0|0|0|0|0|0|,275|116|66|22|18|7|,0|0|0|0|0|7|,0|0|0|0|0|0|
21,0|1|2|3|4|5|,275|116|66|22|18|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,275|116|66|22|18|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|275|116|66|22|18|,0|0|0|0|0|0|,588|275|116|66|22|18|,310|148|41|35|5|13|,279|127|75|31|17|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,279|127|75|31|17|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,279|127|75|31|17|5|,0|0|0|0|0|5|,0|0|0|0|0|0|
22,0|1|2|3|4|5|,279|127|75|31|17|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,279|127|75|31|17|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|279|127|75|31|17|,0|0|0|0|0|0|,583|279|127|75|31|17|,287|156|65|51|15|10|,295|123|62|24|16|7|,0|0|0|0|0|0|,0|0|0|0|0|0|,295|123|62|24|16|7|,0|0|0|0|0|0|,0|0|0|0|2|0|,295|123|62|24|14|7|,0|0|0|0|0|7|,0|0|0|0|0|0|
23,0|1|2|3|4|5|,295|123|62|24|14|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,295|123|62|24|14|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|295|123|62|24|14|,0|0|0|0|0|0|,597|295|123|62|24|14|,299|182|54|27|8|6|,295|113|69|35|16|8|,0|0|0|0|0|0|,0|0|0|0|0|0|,295|113|69|35|16|8|,0|0|0|0|0|0|,0|0|0|0|0|0|,295|113|69|35|16|8|,0|0|0|0|0|8|,0|0|0|0|0|0|
24,0|1|2|3|4|5|,295|113|69|35|16|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,295|113|69|35|16|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|295|113|69|35|16|,0|0|0|0|0|0|,696|295|113|69|35|16|,414|182|41|40|21|8|,280|113|72|29|14|8|,0|0|0|0|0|0|,0|0|0|0|0|0|,280|113|72|29|14|8|,0|0|0|0|0|0|,0|0|0|0|0|0|,280|113|72|29|14|8|,0|0|0|0|0|8|,0|0|0|0|0|0|
25,0|1|2|3|4|5|,280|113|72|29|14|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,280|113|72|29|14|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|280|113|72|29|14|,0|0|0|0|0|0|,602|280|113|72|29|14|,308|159|39|46|11|4|,296|121|74|26|18|10|,0|0|0|0|0|0|,0|0|0|0|0|0|,296|121|74|26|18|10|,0|0|0|0|0|0|,0|0|0|0|0|0|,296|121|74|26|18|10|,0|0|0|0|0|10|,0|0|0|0|0|0|
26,0|1|2|3|4|5|,296|121|74|26|18|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,296|121|74|26|18|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|296|121|74|26|18|,0|0|0|0|0|0|,641|296|121|74|26|18|,362|184|52|49|10|10|,290|112|69|25|16|8|,0|0|0|0|0|0|,0|0|0|0|0|0|,290|112|69|25|16|8|,0|0|0|0|0|0|,0|0|0|0|0|0|,290|112|69|25|16|8|,0|0|0|0|0|8|,0|0|0|0|0|0|
27,0|1|2|3|4|5|,290|112|69|25|16|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,290|112|69|25|16|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|290|112|69|25|16|,0|0|0|0|0|0|,663|290|112|69|25|16|,375|174|34|39|6|10|,285|116|78|30|19|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,285|116|78|30|19|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,285|116|78|30|19|6|,0|0|0|0|0|6|,0|0|0|0|0|0|
28,0|1|2|3|4|5|,285|116|78|30|19|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,285|116|78|30|19|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|285|116|78|30|19|,0|0|0|0|0|0|,727|285|116|78|30|19|,447|162|43|56|12|13|,290|123|73|22|18|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,290|123|73|22|18|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,290|123|73|22|18|6|,0|0|0|0|0|6|,0|0|0|0|0|0|
29,0|1|2|3|4|5|,290|123|73|22|18|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,290|123|73|22|18|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|290|123|73|22|18|,0|0|0|0|0|0|,634|290|123|73|22|18|,346|174|57|47|4|10|,293|116|66|26|18|8|,0|0|0|0|0|0|,0|0|0|0|0|0|,293|116|66|26|18|8|,0|0|0|0|0|0|,0|0|0|0|0|0|,293|116|66|26|18|8|,0|0|0|0|0|8|,0|0|0|0|0|0|
30,0|1|2|3|4|5|,293|116|66|26|18|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,293|116|66|26|18|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|293|116|66|26|18|,0|0|0|0|0|0|,575|293|116|66|26|18|,295|179|44|36|7|12|,282|114|72|30|19|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,282|114|72|30|19|6|,0|0|0|0|0|0|,0|0|0|0|2|0|,282|114|72|30|17|6|,0|0|0|0|0|6|,0|0|0|0|0|0|
31,0|1|2|3|4|5|,282|114|72|30|17|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,282|114|72|30|17|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|282|114|72|30|17|,0|0|0|0|0|0|,560|282|114|72|30|17|,254|168|41|47|11|11|,305|114|73|25|19|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,305|114|73|25|19|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,305|114|73|25|19|6|,0|0|0|0|0|6|,0|0|0|0|0|0|
32,0|1|2|3|4|5|,305|114|73|25|19|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,305|114|73|25|19|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|305|114|73|25|19|,0|0|0|0|0|0|,497|305|114|73|25|19|,213|191|43|46|10|13|,287|114|71|27|15|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,287|114|71|27|15|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,287|114|71|27|15|6|,0|0|0|0|0|6|,0|0|0|0|0|0|
33,0|1|2|3|4|5|,287|114|71|27|15|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,287|114|71|27|15|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|287|114|71|27|15|,0|0|0|0|0|0|,479|287|114|71|27|15|,177|165|44|44|12|8|,306|122|70|27|15|7|,0|0|0|0|0|0|,0|0|0|0|0|0|,306|122|70|27|15|7|,0|0|0|0|0|0|,0|0|0|0|0|0|,306|122|70|27|15|7|,0|0|0|0|0|7|,0|0|0|0|0|0|
34,0|1|2|3|4|5|,306|122|70|27|15|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,306|122|70|27|15|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|306|122|70|27|15|,0|0|0|0|0|0|,683|306|122|70|27|15|,389|195|49|41|11|8|,295|111|73|29|16|7|,0|0|0|0|0|0|,0|0|0|0|0|0|,295|111|73|29|16|7|,0|0|0|0|0|0|,0|0|0|0|0|0|,295|111|73|29|16|7|,0|0|0|0|0|7|,0|0|0|0|0|0|
35,0|1|2|3|4|5|,295|111|73|29|16|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,295|111|73|29|16|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|295|111|73|29|16|,0|0|0|0|0|0|,654|295|111|73|29|16|,368|180|32|46|9|10|,289|115|79|27|20|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,289|115|79|27|20|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,289|115|79|27|20|6|,0|0|0|0|0|6|,0|0|0|0|0|0|
36,0|1|2|3|4|5|,289|115|79|27|20|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,289|115|79|27|20|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|289|115|79|27|20|,0|0|0|0|0|0|,605|289|115|79|27|20|,322|170|36|57|13|15|,289|119|79|22|14|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,289|119|79|22|14|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,289|119|79|22|14|5|,0|0|0|0|0|5|,0|0|0|0|0|0|
37,0|1|2|3|4|5|,289|119|79|22|14|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,289|119|79|22|14|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|289|119|79|22|14|,0|0|0|0|0|0|,523|289|119|79|22|14|,209|172|46|55|3|8|,316|117|73|24|19|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,316|117|73|24|19|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,316|117|73|24|19|6|,0|0|0|0|0|6|,0|0|0|0|0|0|
38,0|1|2|3|4|5|,316|117|73|24|19|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,316|117|73|24|19|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|316|117|73|24|19|,0|0|0|0|0|0|,633|316|117|73|24|19|,375|212|44|45|5|13|,263|104|73|28|19|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,263|104|73|28|19|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,263|104|73|28|19|6|,0|0|0|0|0|6|,0|0|0|0|0|0|
39,0|1|2|3|4|5|,263|104|73|28|19|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,263|104|73|28|19|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|263|104|73|28|19|,0|0|0|0|0|0|,702|263|104|73|28|19|,420|134|21|46|9|14|,286|129|83|27|19|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,286|129|83|27|19|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,286|129|83|27|19|5|,0|0|0|0|0|5|,0|0|0|0|0|0|
