Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
10,0|1|2|3|4|5|,146|66|33|14|9|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,146|66|33|14|9|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|146|66|33|14|9|,0|0|0|0|0|0|,342|146|66|33|14|9|,204|87|35|17|6|6|,137|59|31|16|8|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,137|59|31|16|8|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,137|59|31|16|8|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
11,0|1|2|3|4|5|,137|59|31|16|8|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,137|59|31|16|8|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|137|59|31|16|8|,0|0|0|0|0|0|,311|137|59|31|16|8|,170|75|22|14|10|4|,137|62|37|17|6|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,137|62|37|17|6|4|,0|0|0|0|0|0|,0|0|0|0|0|2|,137|62|37|17|6|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
12,0|1|2|3|4|5|,137|62|37|17|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,137|62|37|17|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|137|62|37|17|6|,0|0|0|0|0|0|,331|137|62|37|17|6|,185|75|28|24|10|2|,145|62|34|13|7|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,145|62|34|13|7|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,145|62|34|13|7|4|,0|0|0|0|0|4|,0|0|0|0|0|0|
13,0|1|2|3|4|5|,145|62|34|13|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,145|62|34|13|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|145|62|34|13|7|,0|0|0|0|0|0|,309|145|62|34|13|7|,192|87|30|18|6|2|,120|58|32|16|7|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,120|58|32|16|7|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,120|58|32|16|7|5|,0|0|0|0|0|5|,0|0|0|0|0|0|
14,0|1|2|3|4|5|,120|58|32|16|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,120|58|32|16|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|120|58|32|16|7|,0|0|0|0|0|0|,334|120|58|32|16|7|,173|50|28|17|9|2|,162|70|30|15|7|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,162|70|30|15|7|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,162|70|30|15|7|5|,0|0|0|0|0|5|,0|0|0|0|0|0|
15,0|1|2|3|4|5|,162|70|30|15|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,162|70|30|15|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|162|70|30|15|7|,0|0|0|0|0|0|,266|162|70|30|15|7|,113|108|42|13|6|4|,160|54|28|17|9|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,160|54|28|17|9|3|,0|0|0|0|0|0|,0|0|0|0|2|0|,160|54|28|17|7|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
16,0|1|2|3|4|5|,160|54|28|17|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,160|54|28|17|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|160|54|28|17|7|,0|0|0|0|0|0|,238|160|54|28|17|7|,100|99|20|10|10|4|,140|61|34|18|7|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,140|61|34|18|7|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,140|61|34|18|7|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
17,0|1|2|3|4|5|,140|61|34|18|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,140|61|34|18|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|140|61|34|18|7|,0|0|0|0|0|0|,272|140|61|34|18|7|,118|79|32|21|11|5|,157|61|29|13|7|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,157|61|29|13|7|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,157|61|29|13|7|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
18,0|1|2|3|4|5|,157|61|29|13|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,157|61|29|13|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|157|61|29|13|7|,0|0|0|0|0|0|,223|157|61|29|13|7|,82|102|26|12|5|4|,139|55|35|17|8|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,139|55|35|17|8|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,139|55|35|17|8|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
19,0|1|2|3|4|5|,139|55|35|17|8|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,139|55|35|17|8|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|139|55|35|17|8|,0|0|0|0|0|0|,199|139|55|35|17|8|,56|79|16|23|9|4|,144|60|39|12|8|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,144|60|39|12|8|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,144|60|39|12|8|4|,0|0|0|0|0|4|,0|0|0|0|0|0|
20,0|1|2|3|4|5|,144|60|39|12|8|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,144|60|39|12|8|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|144|60|39|12|8|,0|0|0|0|0|0|,264|144|60|39|12|8|,122|84|24|27|7|4|,142|60|36|12|5|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,142|60|36|12|5|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,142|60|36|12|5|4|,0|0|0|0|0|4|,0|0|0|0|0|0|
21,0|1|2|3|4|5|,142|60|36|12|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,142|60|36|12|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|142|60|36|12|5|,0|0|0|0|0|0|,255|142|60|36|12|5|,105|84|25|23|3|2|,147|58|35|13|9|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,147|58|35|13|9|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,147|58|35|13|9|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
22,0|1|2|3|4|5|,147|58|35|13|9|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,147|58|35|13|9|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|147|58|35|13|9|,0|0|0|0|0|0|,304|147|58|35|13|9|,149|89|21|21|4|6|,155|58|37|14|9|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,155|58|37|14|9|3|,0|0|0|0|0|0|,0|0|0|0|2|0|,155|58|37|14|7|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
23,0|1|2|3|4|5|,155|58|37|14|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,155|58|37|14|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|155|58|37|14|7|,0|0|0|0|0|0|,374|155|58|37|14|7|,226|99|20|26|5|2|,144|56|38|11|9|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,144|56|38|11|9|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,144|56|38|11|9|5|,0|0|0|0|0|5|,0|0|0|0|0|0|
24,0|1|2|3|4|5|,144|56|38|11|9|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,144|56|38|11|9|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|144|56|38|11|9|,0|0|0|0|0|0|,272|144|56|38|11|9|,117|81|21|26|0|6|,150|63|35|12|11|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,150|63|35|12|11|3|,0|0|0|0|0|0|,0|0|0|0|3|0|,150|63|35|12|8|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
25,0|1|2|3|4|5|,150|63|35|12|8|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,150|63|35|12|8|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|150|63|35|12|8|,0|0|0|0|0|0|,326|150|63|35|12|8|,200|95|28|18|5|4|,125|55|35|17|7|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,125|55|35|17|7|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,125|55|35|17|7|4|,0|0|0|0|0|4|,0|0|0|0|0|0|
26,0|1|2|3|4|5|,125|55|35|17|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,125|55|35|17|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|125|55|35|17|7|,0|0|0|0|0|0|,271|125|55|35|17|7|,121|56|18|22|11|2|,156|69|37|13|6|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,156|69|37|13|6|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,156|69|37|13|6|5|,0|0|0|0|0|5|,0|0|0|0|0|0|
27,0|1|2|3|4|5|,156|69|37|13|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,156|69|37|13|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|156|69|37|13|6|,0|0|0|0|0|0|,354|156|69|37|13|6|,209|100|38|24|6|2|,146|56|31|13|7|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,146|56|31|13|7|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,146|56|31|13|7|4|,0|0|0|0|0|4|,0|0|0|0|0|0|
28,0|1|2|3|4|5|,146|56|31|13|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,146|56|31|13|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|146|56|31|13|7|,0|0|0|0|0|0|,265|146|56|31|13|7|,112|91|19|16|2|2|,153|55|37|15|11|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,153|55|37|15|11|5|,0|0|0|0|0|0|,0|0|0|0|0|2|,153|55|37|15|11|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
29,0|1|2|3|4|5|,153|55|37|15|11|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,153|55|37|15|11|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|153|55|37|15|11|,0|0|0|0|0|0|,283|153|55|37|15|11|,134|99|19|25|6|9|,148|54|36|12|9|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,148|54|36|12|9|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,148|54|36|12|9|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
30,0|1|2|3|4|5|,148|54|36|12|9|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,148|54|36|12|9|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|148|54|36|12|9|,0|0|0|0|0|0|,279|148|54|36|12|9|,129|94|15|21|1|7|,145|54|39|15|11|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,145|54|39|15|11|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,145|54|39|15|11|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
31,0|1|2|3|4|5|,145|54|39|15|11|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,145|54|39|15|11|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|145|54|39|15|11|,0|0|0|0|0|0|,293|145|54|39|15|11|,149|87|16|27|7|9|,145|58|38|12|8|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,145|58|38|12|8|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,145|58|38|12|8|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
32,0|1|2|3|4|5|,145|58|38|12|8|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,145|58|38|12|8|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|145|58|38|12|8|,0|0|0|0|0|0|,275|145|58|38|12|8|,119|84|18|24|6|6|,154|61|40|14|6|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,154|61|40|14|6|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,154|61|40|14|6|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
33,0|1|2|3|4|5|,154|61|40|14|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,154|61|40|14|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|154|61|40|14|6|,0|0|0|0|0|0|,330|154|61|40|14|6|,190|98|26|29|4|2|,146|56|35|11|10|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,146|56|35|11|10|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,146|56|35|11|10|4|,0|0|0|0|0|4|,0|0|0|0|0|0|
34,0|1|2|3|4|5|,146|56|35|11|10|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,146|56|35|11|10|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|146|56|35|11|10|,0|0|0|0|0|0|,296|146|56|35|11|10|,157|88|16|18|4|8|,137|58|40|17|7|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,137|58|40|17|7|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,137|58|40|17|7|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
35,0|1|2|3|4|5|,137|58|40|17|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,137|58|40|17|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|137|58|40|17|7|,0|0|0|0|0|0|,314|137|58|40|17|7|,168|75|19|29|12|2|,147|62|39|11|5|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,147|62|39|11|5|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,147|62|39|11|5|5|,0|0|0|0|0|5|,0|0|0|0|0|0|
36,0|1|2|3|4|5|,147|62|39|11|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,147|62|39|11|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|147|62|39|11|5|,0|0|0|0|0|0|,213|147|62|39|11|5|,57|90|28|27|2|2|,154|57|34|12|9|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,154|57|34|12|9|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,154|57|34|12|9|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
37,0|1|2|3|4|5|,154|57|34|12|9|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,154|57|34|12|9|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|154|57|34|12|9|,0|0|0|0|0|0|,368|154|57|34|12|9|,222|98|21|18|5|6|,146|56|36|16|7|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,146|56|36|16|7|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,146|56|36|16|7|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
38,0|1|2|3|4|5|,146|56|36|16|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,146|56|36|16|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|146|56|36|16|7|,0|0|0|0|0|0|,331|146|56|36|16|7|,189|90|18|23|8|2|,142|56|38|13|8|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,142|56|38|13|8|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,142|56|38|13|8|5|,0|0|0|0|0|5|,0|0|0|0|0|0|
39,0|1|2|3|4|5|,142|56|38|13|8|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,142|56|38|13|8|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|142|56|38|13|8|,0|0|0|0|0|0|,283|142|56|38|13|8|,135|83|17|26|3|4|,150|59|39|12|10|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,150|59|39|12|10|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,150|59|39|12|10|4|,0|0|0|0|0|4|,0|0|0|0|0|0|
