Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
10,0|1|2|3|4|5|,41|21|10|7|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,41|21|10|7|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|41|21|10|7|3|,0|0|0|0|0|0|,118|41|21|10|7|3|,70|17|10|5|5|2|,49|24|11|5|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,49|24|11|5|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,49|24|11|5|2|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
11,0|1|2|3|4|5|,49|24|11|5|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,49|24|11|5|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|49|24|11|5|2|,0|0|0|0|0|0|,81|49|24|11|5|2|,40|29|11|7|4|0|,39|20|13|4|1|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,39|20|13|4|1|2|,0|0|0|0|0|0|,0|0|0|0|0|2|,39|20|13|4|1|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
12,0|1|2|3|4|5|,39|20|13|4|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,39|20|13|4|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|39|20|13|4|1|,0|0|0|0|0|0|,99|39|20|13|4|1|,56|14|8|8|2|0|,44|25|12|5|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,44|25|12|5|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,44|25|12|5|2|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
13,0|1|2|3|4|5|,44|25|12|5|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,44|25|12|5|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|44|25|12|5|2|,0|0|0|0|0|0|,79|44|25|12|5|2|,28|23|18|8|2|0|,52|21|7|4|3|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,52|21|7|4|3|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,52|21|7|4|3|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
14,0|1|2|3|4|5|,52|21|7|4|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,52|21|7|4|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|52|21|7|4|3|,0|0|0|0|0|0|,81|52|21|7|4|3|,27|33|8|0|2|2|,57|19|13|7|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,57|19|13|7|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,57|19|13|7|2|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
15,0|1|2|3|4|5|,57|19|13|7|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,57|19|13|7|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|57|19|13|7|2|,0|0|0|0|0|0|,115|57|19|13|7|2|,67|41|6|8|6|0|,47|16|13|5|1|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,47|16|13|5|1|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,47|16|13|5|1|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
16,0|1|2|3|4|5|,47|16|13|5|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,47|16|13|5|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|47|16|13|5|1|,0|0|0|0|0|0|,89|47|16|13|5|1|,38|26|1|9|2|0|,50|21|15|4|3|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,50|21|15|4|3|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,50|21|15|4|3|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
17,0|1|2|3|4|5|,50|21|15|4|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,50|21|15|4|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|50|21|15|4|3|,0|0|0|0|0|0|,136|50|21|15|4|3|,92|28|8|12|2|2|,45|22|13|3|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,45|22|13|3|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,45|22|13|3|2|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
18,0|1|2|3|4|5|,45|22|13|3|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,45|22|13|3|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|45|22|13|3|2|,0|0|0|0|0|0|,64|45|22|13|3|2|,21|25|11|10|0|0|,43|20|11|3|3|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,43|20|11|3|3|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,43|20|11|3|3|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
19,0|1|2|3|4|5|,43|20|11|3|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,43|20|11|3|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|43|20|11|3|3|,0|0|0|0|0|0|,162|43|20|11|3|3|,118|18|7|5|0|2|,44|25|13|6|3|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,44|25|13|6|3|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,44|25|13|6|3|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
20,0|1|2|3|4|5|,44|25|13|6|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,44|25|13|6|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|44|25|13|6|3|,0|0|0|0|0|0|,142|44|25|13|6|3|,93|23|17|9|3|2|,52|21|8|4|3|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,52|21|8|4|3|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,52|21|8|4|3|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
21,0|1|2|3|4|5|,52|21|8|4|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,52|21|8|4|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|52|21|8|4|3|,0|0|0|0|0|0|,98|52|21|8|4|3|,47|33|8|4|0|2|,50|19|13|4|4|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,50|19|13|4|4|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,50|19|13|4|4|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
22,0|1|2|3|4|5|,50|19|13|4|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,50|19|13|4|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|50|19|13|4|4|,0|0|0|0|0|0|,81|50|19|13|4|4|,29|31|6|9|0|4|,53|19|13|4|4|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,53|19|13|4|4|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,53|19|13|4|4|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
23,0|1|2|3|4|5|,53|19|13|4|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,53|19|13|4|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|53|19|13|4|4|,0|0|0|0|0|0|,164|53|19|13|4|4|,114|33|6|7|2|4|,50|20|13|6|2|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,50|20|13|6|2|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,50|20|13|6|2|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
24,0|1|2|3|4|5|,50|20|13|6|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,50|20|13|6|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|50|20|13|6|2|,0|0|0|0|0|0|,125|50|20|13|6|2|,82|32|9|10|3|0|,45|18|11|3|3|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,45|18|11|3|3|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,45|18|11|3|3|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
25,0|1|2|3|4|5|,45|18|11|3|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,45|18|11|3|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|45|18|11|3|3|,0|0|0|0|0|0|,150|45|18|11|3|3|,104|20|6|5|0|2|,46|25|12|6|3|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,46|25|12|6|3|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,46|25|12|6|3|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
26,0|1|2|3|4|5|,46|25|12|6|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,46|25|12|6|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|46|25|12|6|3|,0|0|0|0|0|0|,125|46|25|12|6|3|,79|24|16|7|4|2|,48|22|9|5|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,48|22|9|5|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,48|22|9|5|2|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
27,0|1|2|3|4|5|,48|22|9|5|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,48|22|9|5|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|48|22|9|5|2|,0|0|0|0|0|0|,37|48|22|9|5|2|,4|29|12|2|4|0|,32|19|10|7|1|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,32|19|10|7|1|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,32|19|10|7|1|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
28,0|1|2|3|4|5|,32|19|10|7|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,32|19|10|7|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|32|19|10|7|1|,0|0|0|0|0|0|,108|32|19|10|7|1|,56|20|7|5|5|0|,53|12|12|5|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,53|12|12|5|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,53|12|12|5|2|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
29,0|1|2|3|4|5|,53|12|12|5|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,53|12|12|5|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|53|12|12|5|2|,0|0|0|0|0|0|,100|53|12|12|5|2|,72|33|1|8|2|0|,28|20|11|4|3|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,28|20|11|4|3|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,28|20|11|4|3|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
30,0|1|2|3|4|5|,28|20|11|4|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,28|20|11|4|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|28|20|11|4|3|,0|0|0|0|0|0|,55|28|20|11|4|3|,0|12|10|5|2|2|,55|16|10|6|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,55|16|10|6|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,55|16|10|6|2|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
31,0|1|2|3|4|5|,55|16|10|6|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,55|16|10|6|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|55|16|10|6|2|,0|0|0|0|0|0|,75|55|16|10|6|2|,28|37|2|5|4|0|,47|18|14|5|2|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,47|18|14|5|2|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,47|18|14|5|2|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
32,0|1|2|3|4|5|,47|18|14|5|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,47|18|14|5|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|47|18|14|5|2|,0|0|0|0|0|0|,84|47|18|14|5|2|,58|28|4|11|2|2|,26|19|14|3|3|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,26|19|14|3|3|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,26|19|14|3|3|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
33,0|1|2|3|4|5|,26|19|14|3|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,26|19|14|3|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|26|19|14|3|3|,0|0|0|0|0|0|,124|26|19|14|3|3|,56|12|6|10|2|2|,67|14|13|4|1|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,67|14|13|4|1|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,67|14|13|4|1|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
34,0|1|2|3|4|5|,67|14|13|4|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,67|14|13|4|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|67|14|13|4|1|,0|0|0|0|0|0|,89|67|14|13|4|1|,36|50|6|9|0|0|,53|17|8|4|4|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,53|17|8|4|4|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,53|17|8|4|4|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
35,0|1|2|3|4|5|,53|17|8|4|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,53|17|8|4|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|53|17|8|4|4|,0|0|0|0|0|0|,53|53|17|8|4|4|,14|32|4|2|0|4|,39|21|13|6|4|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,39|21|13|6|4|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,39|21|13|6|4|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
36,0|1|2|3|4|5|,39|21|13|6|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,39|21|13|6|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|39|21|13|6|4|,0|0|0|0|0|0|,90|39|21|13|6|4|,31|17|10|9|4|4|,58|22|11|4|2|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,58|22|11|4|2|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,58|22|11|4|2|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
37,0|1|2|3|4|5|,58|22|11|4|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,58|22|11|4|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|58|22|11|4|2|,0|0|0|0|0|0|,92|58|22|11|4|2|,41|42|12|6|0|0|,50|16|10|5|4|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,50|16|10|5|4|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,50|16|10|5|4|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
38,0|1|2|3|4|5|,50|16|10|5|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,50|16|10|5|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|50|16|10|5|4|,0|0|0|0|0|0|,93|50|16|10|5|4|,43|29|0|5|2|4|,51|21|16|5|3|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,51|21|16|5|3|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,51|21|16|5|3|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
39,0|1|2|3|4|5|,51|21|16|5|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,51|21|16|5|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|51|21|16|5|3|,0|0|0|0|0|0|,107|51|21|16|5|3|,60|32|9|14|2|2|,47|19|12|2|3|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,47|19|12|2|3|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,47|19|12|2|3|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
