index,relative_year,absolute_age_ma,PAR_fraction,temperature_anomaly_c,NPP_multiplier,extinction_pressure_index,atmospheric_CO2_ppm,plant_state,herbivore_state,mesopredator_state,apex_state,alive_species
25,0.011481912760977542,65.99999998851808,0.0032125791322405177,-15.838128912991944,0.005879948547071113,0.9810280488138017,862.26413063341,0.9951842760259463,0.9999760544225876,0.9999999950911068,0.999999999999939,303
26,0.011710830794276974,65.99999998828918,0.0032175023617860466,-15.835276625345962,0.005887837483613681,0.9810233324816398,862.2641302284842,0.9950885175880286,0.9999750925871418,0.9999999947920121,0.999999999999934,303
27,0.011944312828981101,65.99999998805569,0.003222529040975579,-15.83236745350839,0.005895888593720012,0.9810185194377221,862.2641298154854,0.9949908603226695,0.9999740921693127,0.9999999944747024,0.9999999999999286,303
28,0.012182449858833499,65.99999998781755,0.003227661444890031,-15.829400263329724,0.005904105307019371,0.981013607645836,862.2641293942524,0.9948912667880677,0.9999730516246255,0.9999999941380694,0.9999999999999228,303
29,0.012425334691744883,65.99999998757467,0.0032329019024924426,-15.826373898087812,0.005912491129389309,0.9810085950248164,862.2641289646214,0.9947896988126392,0.9999719693469727,0.9999999937809367,0.9999999999999165,303
30,0.012673061985962653,65.99999998732694,0.0032382527980431884,-15.823287178041888,0.005921049644790641,0.9810034794474741,862.2641285264245,0.9946861174811379,0.9999708436661676,0.9999999934020571,0.9999999999999096,303
31,0.012925728286961563,65.99999998707428,0.003243716572556991,-15.820138899978003,0.005929784517151546,0.980998258739495,862.2641280794912,0.9945804831205266,0.9999696728453991,0.9999999930001072,0.9999999999999022,303
32,0.013183432065069892,65.99999998681656,0.003249295725303118,-15.816927836745744,0.0059386994923022705,0.9809929306783105,862.2641276236474,0.9944727552855941,0.9999684550785876,0.9999999925736832,0.9999999999998942,303
33,0.013446273753845757,65.99999998655373,0.003254992815350168,-15.813652736786075,0.005947798399961972,0.9809874929919382,862.2641271587152,0.9943628927443147,0.9999671884876372,0.9999999921212959,0.9999999999998855,303
34,0.013714355789218587,65.99999998628564,0.003260810463156939,-15.81031232365013,0.005957085155779253,0.9809819433577899,862.2641266845135,0.994250853462946,0.9999658711195785,0.9999999916413655,0.9999999999998761,303
35,0.01398778264941094,65.99999998601221,0.0032667513522108807,-15.806905295508853,0.0059665637634280485,0.980976279401449,862.2641262008576,0.9941365945908615,0.9999645009435991,0.9999999911322167,0.9999999999998659,303
36,0.014266660895656253,65.99999998573334,0.00327281823071572,-15.803430324653274,0.005976238316760516,0.9809704986954149,862.2641257075588,0.9940200724451124,0.9999630758479587,0.9999999905920718,0.9999999999998549,303
37,0.014551099213728397,65.9999999854489,0.003279013913329888,-15.799886056985315,0.005986113002018696,0.9809645987578115,862.2641252044251,0.993901242494717,0.9999615936367813,0.9999999900190452,0.999999999999843,303
38,0.014841208456299234,65.9999999851588,0.0032853412829574524,-15.796271111498912,0.005996192100106713,0.9809585770510632,862.2641246912602,0.9937800593446712,0.999960052026722,0.9999999894111368,0.9999999999998301,303
39,0.015137101686140651,65.9999999848629,0.0032918032925932828,-15.79258407975137,0.006006479988925405,0.980952430980533,862.2641241678642,0.993656476719677,0.9999584486435033,0.999999988766225,0.9999999999998161,303
40,0.015438894220187899,65.9999999845611,0.003298402967224287,-15.788823525324716,0.006016981145771273,0.9809461578931239,862.2641236340332,0.9935304474475862,0.9999567810183146,0.9999999880820593,0.999999999999801,302
41,0.015746703674481513,65.9999999842533,0.0033051434057885898,-15.784987983276938,0.0060277001498017626,0.9809397550758414,862.264123089559,0.9934019234425515,0.9999550465840717,0.9999999873562522,0.9999999999997847,302
42,0.016060650010005173,65.99999998393935,0.0033120277831945938,-15.781075959582923,0.0060386416845689,0.9809332197543178,862.2641225342295,0.9932708556878853,0.9999532426715282,0.9999999865862715,0.9999999999997671,302
43,0.016380855579437484,65.99999998361915,0.0033190593524019493,-15.77708593056497,0.00604981054062343,0.9809265490912931,862.2641219678281,0.993137194218618,0.9999513665052352,0.9999999857694312,0.999999999999748,302
44,0.016707445174835838,65.99999998329255,0.003326241446566514,-15.773016342312658,0.006061211618191642,0.9809197401850566,862.2641213901344,0.9930008881037548,0.9999494151993431,0.9999999849028818,0.9999999999997273,302
45,0.017040546076271,65.99999998295945,0.0033335774812514735,-15.768865610091972,0.0060728499299271465,0.9809127900678432,862.2641208009229,0.9928618854282236,0.9999473857532387,0.9999999839836011,0.9999999999997049,302
46,0.01738028810143129,65.99999998261971,0.003341070956706853,-15.764632117743458,0.006084730603739941,0.9809056957041851,862.2641201999643,0.9927201332745137,0.9999452750470117,0.9999999830083832,0.9999999999996807,302
47,0.017726803656215775,65.9999999822732,0.003348725460219757,-15.760314217069322,0.0060968588857052124,0.9808984539892182,862.2641195870242,0.9925755777039954,0.9999430798367435,0.9999999819738276,0.9999999999996545,302
48,0.018080227786336125,65.99999998191977,0.0033565446685377308,-15.755910227209236,0.006109240143054367,0.9808910617469397,862.2641189618636,0.992428163737923,0.999940796749613,0.9999999808763272,0.9999999999996262,302
49,0.01844069822994725,65.9999999815593,0.003364532350367733,-15.751418434004748,0.006121879867250875,0.9808835157284171,862.2641183242391,0.992277835338111,0.9999384222788105,0.9999999797120562,0.9999999999995954,302
50,0.01880835547132734,65.99999998119165,0.0033726923689533276,-15.746837089352088,0.006134783677153639,0.9808758126099464,862.2641176739021,0.9921245353872824,0.9999359527782529,0.9999999784769563,0.9999999999995622,302
51,0.019183342795628028,65.99999998081665,0.0033810286847327287,-15.742164410543271,0.006147957322270624,0.9808679489911574,862.2641170105992,0.9919682056690846,0.9999333844570936,0.9999999771667231,0.9999999999995264,302
52,0.019565806344716177,65.9999999804342,0.0033895453580805104,-15.737398579595286,0.006161406686105652,0.9808599213930661,862.2641163340718,0.9918087868477664,0.9999307133740183,0.9999999757767906,0.9999999999994875,302
53,0.01995589517412901,65.99999998004411,0.0033982465521358316,-15.732537742567226,0.006175137789601303,0.9808517262560694,862.2641156440562,0.9916462184475157,0.9999279354313177,0.999999974302316,0.9999999999994454,302
54,0.020353761311164727,65.99999997964623,0.0034071365357201547,-15.727580008865237,0.006189156794681007,0.9808433599378839,862.2641149402837,0.9914804388314489,0.9999250463687313,0.9999999727381628,0.9999999999993999,302
55,0.02075955981413134,65.99999997924044,0.0034162196863475524,-15.722523450535116,0.006203470007893507,0.9808348187114249,862.2641142224799,0.9913113851802521,0.9999220417570497,0.9999999710788825,0.9999999999993507,302
56,0.02117344883277672,65.99999997882655,0.003425500493330786,-15.717366101542384,0.006218083884162956,0.9808260987626226,862.264113490365,0.991138993470467,0.9999189169914701,0.9999999693186963,0.9999999999992975,302
57,0.021595589669923518,65.9999999784044,0.0034349835609864773,-15.712105957039736,0.006233005030648073,0.9808171961881773,862.2641127436538,0.9909631984524186,0.999915667284693,0.9999999674514748,0.9999999999992398,302
58,0.022026146844332805,65.99999997797386,0.0034446736119428,-15.706740972621713,0.006248240210713866,0.9808081069932464,862.264111982055,0.9907839336277798,0.9999122876597508,0.9999999654707169,0.9999999999991775,302
59,0.022465288154821204,65.99999997753471,0.003454575490553253,-15.701269063566425,0.0062637963480195406,0.9807988270890663,862.2641112052722,0.990601131226769,0.9999087729425589,0.9999999633695272,0.99999999999911,302
60,0.022913184745656203,65.99999997708682,0.003464694166420195,-15.69568810406426,0.006279680530726402,0.9807893522905022,862.2641104130025,0.9904147221849774,0.9999051177541779,0.9999999611405922,0.999999999999037,302
61,0.02337001117325533,65.99999997663,0.003475034738031966,-15.68999592643338,0.0062959000158296,0.9807796783135282,862.2641096049371,0.9902246361198203,0.9999013165027765,0.9999999587761551,0.9999999999989581,302
62,0.02383594547421512,65.99999997616405,0.003485602436517553,-15.68419032032195,0.00631246223361778,0.9807698007726299,862.264108780761,0.9900308013066096,0.9998973633752833,0.9999999562679888,0.9999999999988726,302
63,0.02431116923469641,65.99999997568884,0.003496402629522907,-15.678269031896944,0.006329374792264798,0.9807597151781327,862.264107940153,0.9898331446542435,0.9998932523287163,0.9999999536073674,0.9999999999987801,302
64,0.02479586766119296,65.99999997520413,0.003507440825213151,-15.672229763019434,0.006346645482557815,0.9807494169334493,862.2641070827858,0.9896315916805087,0.9998889770811774,0.9999999507850365,0.9999999999986801,302
65,0.02529022965271099,65.99999997470977,0.0035187226764051074,-15.66607017040627,0.00636428228276625,0.9807389013322447,862.2641062083248,0.9894260664869916,0.9998845311024995,0.9999999477911806,0.9999999999985718,302
66,0.02579444787438792,65.99999997420555,0.0035302539848346922,-15.65978786477807,0.006382293363656201,0.9807281635555167,862.2641053164297,0.9892164917335954,0.9998799076045335,0.9999999446153899,0.9999999999984547,302
67,0.02630871883257859,65.99999997369127,0.003542040705563927,-15.65338040999341,0.006400687093655127,0.9807171986685892,862.2641044067524,0.9890027886126587,0.9998750995310606,0.9999999412466234,0.9999999999983279,302
68,0.02683324295143881,65.99999997316675,0.003554088951532463,-15.64684532216919,0.006419472044171735,0.9807060016180131,862.2641034789388,0.9887848768226724,0.9998700995473175,0.999999937673172,0.9999999999981908,302
69,0.02736822465103555,65.99999997263177,0.0035664049982587153,-15.640180068787075,0.006438656995076219,0.9806945672283751,862.264102532627,0.9885626745415901,0.9998649000291183,0.9999999338826169,0.9999999999980423,302
70,0.02791387242701453,65.99999997208613,0.0035789952886958677,-15.633382067786007,0.006458250940346126,0.9806828901990081,862.2641015674484,0.9883360983997318,0.9998594930515586,0.9999999298617877,0.9999999999978819,302
71,0.028470398931856166,65.9999999715296,0.003591866438248223,-15.62644868664074,0.006478263093883362,0.9806709651006026,862.2641005830267,0.9881050634522737,0.9998538703772873,0.9999999255967164,0.9999999999977082,302
72,0.029038021057751495,65.99999997096198,0.0036050252399535544,-15.619377241426365,0.00649870289550801,0.9806587863717133,862.2640995789784,0.9878694831513233,0.9998480234443285,0.9999999210725896,0.9999999999975203,302
73,0.02961696002113047,65.99999997038304,0.0036184786698373315,-15.612164995868877,0.00651958001713486,0.9806463483151594,862.264098554912,0.9876292693175773,0.9998419433534367,0.9999999162736972,0.9999999999973169,302
74,0.030207441448875418,65.99999996979255,0.003632233892444903,-15.604809160381746,0.006540904369138713,0.980633645094313,862.2640975104287,0.9873843321115577,0.9998356208549697,0.9999999111833787,0.999999999997097,302
75,0.030809695466253596,65.9999999691903,0.0036462982665579516,-15.597306891088582,0.006562686106914794,0.9806206707292733,862.2640964451211,0.9871345800044238,0.9998290463352596,0.999999905783965,0.999999999996859,302
76,0.03142395678660252,65.99999996857605,0.003660679351101739,-15.589655288831915,0.0065849356376407675,0.9806074190929231,862.2640953585742,0.9868799197483589,0.9998222098024637,0.9999999000567188,0.9999999999966015,302
77,0.03205046480280373,65.99999996794953,0.0036753849112499365,-15.581851398168187,0.0066076636272471515,0.980593883906861,862.2640942503647,0.986620256346528,0.9998151008718767,0.9999998939817689,0.9999999999963228,302
78,0.03268946368058007,65.99999996731053,0.0036904229247340567,-15.573892206349074,0.006630881007603076,0.9805800587372073,862.2640931200604,0.986355493022605,0.9998077087506839,0.9999998875380428,0.9999999999960214,302
79,0.03334120245365315,65.99999996665879,0.0037058015883647544,-15.56577464228925,0.006654598983924655,0.9805659369902789,862.2640919672208,0.986085531189867,0.9998000222221344,0.9999998807031936,0.9999999999956953,302
80,0.03400593512079796,65.99999996599406,0.003721529324772554,-15.557495575520765,0.0066788290424134745,0.9805515119081282,862.2640907913968,0.9858102704198546,0.999792029629114,0.9999998734535238,0.9999999999953424,302
81,0.03468392074483246,65.99999996531608,0.0037376147893758193,-15.549051815134218,0.006703582958132909,0.98053677656394,862.2640895921302,0.985529608410596,0.9997837188570949,0.9999998657639033,0.9999999999949607,302
82,0.035375423553580906,65.99999996462458,0.003754066877584072,-15.540440108706965,0.006728872803130356,0.9805217238572855,862.2640883689534,0.9852434409543944,0.9997750773164404,0.9999998576076837,0.9999999999945477,302
83,0.036080713042849814,65.9999999639193,0.0037708947322450453,-15.531657141218608,0.006754710954813654,0.9805063465092236,862.2640871213898,0.9849516619051772,0.9997660919240395,0.9999998489566064,0.9999999999941008,302
84,0.03680006408145737,65.99999996319994,0.0037881077513442023,-15.522699533954045,0.006781110104590327,0.9804906370572465,862.2640858489532,0.9846541631454067,0.9997567490842483,0.9999998397807058,0.9999999999936173,302
85,0.03753375701835642,65.99999996246625,0.0038057155959657146,-15.513563843394456,0.00680808326677853,0.9804745878500642,862.2640845511477,0.9843508345525512,0.9997470346691133,0.9999998300482065,0.9999999999930943,302
86,0.03828207779189358,65.99999996171792,0.0038237281985242823,-15.504246560096576,0.006835643787798965,0.9804581910422231,862.2640832274675,0.9840415639651183,0.9997369339978492,0.9999998197254147,0.9999999999925284,302
87,0.03904531804124643,65.99999996095468,0.003842155771277457,-15.49474410756065,0.006863805355657269,0.9804414385885486,862.2640818773967,0.9837262371482477,0.9997264318155451,0.9999998087766024,0.9999999999919162,302
88,0.03982377522008255,65.99999996017623,0.0038610088151285406,-15.485052841087645,0.006892582009726795,0.9804243222384126,862.2640805004092,0.9834047377588665,0.9997155122710717,0.9999997971638851,0.9999999999912539,302
89,0.04061775271248461,65.99999995938225,0.0038802981287304424,-15.475169046626123,0.006921988150842014,0.9804068335298118,862.2640790959684,0.9830769473104083,0.9997041588941594,0.9999997848470925,0.9999999999905373,302
90,0.04142755995118661,65.99999995857245,0.0039000348179013015,-15.465088939609425,0.006952038551713106,0.9803889637832562,862.2640776635269,0.9827427451370946,0.9996923545716196,0.9999997717836308,0.9999999999897622,302
91,0.04225351253816767,65.99999995774648,0.003920230305363056,-15.454808663783847,0.006982748367672756,0.9803707040954585,862.2640762025263,0.982402008357784,0.9996800815226763,0.9999997579283367,0.9999999999889235,302
92,0.04309593236764968,65.99999995690406,0.003940896340814515,-15.444324290028417,0.007014133147766465,0.9803520453328156,862.2640747123975,0.9820546118393888,0.9996673212733777,0.9999997432333242,0.9999999999880161,302
93,0.04395514775154779,65.99999995604485,0.003962045011350983,-15.433631815167146,0.0070462088461981515,0.9803329781246806,862.2640731925594,0.981700428159863,0.9996540546300547,0.9999997276478197,0.9999999999870346,302
94,0.04483149354742141,65.9999999551685,0.0039836887522428305,-15.422727160774564,0.007078991834143207,0.9803134928564086,862.26407164242,0.9813393275707645,0.9996402616517934,0.9999997111179899,0.9999999999859727,302
95,0.04572531128897671,65.99999995427468,0.0040058403580859395,-15.411606171975494,0.007112498911941605,0.9802935796621784,862.2640700613752,0.9809711779593955,0.999625921621884,0.9999996935867571,0.9999999999848238,302
96,0.04663694931917071,65.99999995336304,0.00402851299433735,-15.400264616240042,0.007146747321684085,0.9802732284175742,862.2640684488085,0.9805958448105256,0.9996110130182139,0.9999996749936054,0.9999999999835809,302
97,0.047566762925969175,65.99999995243324,0.0040517202092499646,-15.388698182174995,0.007181754760204932,0.9802524287319215,862.2640668040917,0.9802131911677017,0.999595513482564,0.999999655274374,0.9999999999822364,302
98,0.048515114480811194,65.99999995148488,0.004075475946220647,-15.376902478312736,0.007217539392495297,0.9802311699403695,862.2640651265837,0.9798230775941507,0.9995793997887741,0.9999996343610388,0.9999999999807819,302
99,0.0494823735798342,65.99999995051763,0.004099794556566551,-15.364873031899075,0.007254119865551524,0.9802094410957093,862.2640634156307,0.9794253621332817,0.9995626478097326,0.999999612181481,0.9999999999792084,302
100,0.05046891718791499,65.99999994953109,0.004124690812745105,-15.35260528768134,0.007291515322673476,0.9801872309599173,862.2640616705662,0.9790199002687938,0.9995452324831553,0.9999995886592419,0.9999999999775061,302
101,0.051475129785582,65.99999994852487,0.004150179922033551,-15.340094606698345,0.007329745418228286,0.9801645279954172,862.2640598907097,0.9786065448843966,0.999527127776107,0.9999995637132624,0.9999999999756647,302
102,0.052501403518857216,65.9999999474986,0.004176277540684592,-15.32733626507384,0.007368830332895651,0.9801413203560461,862.2640580753679,0.9781851462231528,0.9995083066482242,0.9999995372576084,0.9999999999736725,302
103,0.053548138352084905,65.99999994645187,0.004202999788575232,-15.314325452815261,0.007408790789411178,0.9801175958777172,862.264056223833,0.977755551846451,0.9994887410135949,0.9999995092011783,0.9999999999715176,302
104,0.05461574222380789,65.99999994538426,0.004230363264366544,-15.301057272619746,0.007449648068825006,0.9800933420687667,862.2640543353837,0.9773176065926197,0.9994684017012483,0.9999994794473945,0.9999999999691863,302
105,0.05570463120575121,65.99999994429537,0.004258385061192701,-15.287526738689484,0.007491424027293457,0.980068546099973,862.2640524092837,0.9768711525351907,0.9994472584142071,0.9999994478938761,0.9999999999666646,302
106,0.056815229664975625,65.99999994318478,0.004287082782898311,-15.273728775558652,0.007534141113422098,0.9800431947942363,862.2640504447826,0.9764160289408274,0.9994252796870546,0.9999994144320908,0.9999999999639365,302
107,0.057947970429263994,65.99999994205203,0.004316474560843708,-15.259658216934422,0.007577822386179257,0.980017274615907,862.2640484411147,0.9759520722269265,0.9994024328419652,0.9999993789469892,0.9999999999609855,302
108,0.05910329495580491,65.9999999408967,0.004346579071298613,-15.245309804554582,0.007622491533399648,0.9799907716597491,862.2640463974992,0.9754791159189095,0.9993786839431464,0.9999993413166142,0.9999999999577933,302
109,0.06028165350323979,65.99999993971835,0.0043774155534452765,-15.23067818706465,0.007668172890898546,0.979963671639524,862.2640443131397,0.9749969906072171,0.9993539977496415,0.9999993014116891,0.9999999999543402,302
110,0.06148350530713946,65.9999999385165,0.004409003828012945,-15.215757918917461,0.007714891462217487,0.9799359598761838,862.2640421872236,0.9745055239040231,0.9993283376664344,0.9999992590951815,0.9999999999506048,302
111,0.06270931875897998,65.99999993729068,0.0044413643165663085,-15.200543459298503,0.007762672939023401,0.9799076212856558,862.2640400189226,0.974004540399683,0.9993016656938031,0.9999992142218396,0.9999999999465643,302
112,0.06395957158868626,65.99999993604042,0.00447451806147136,-15.185029171080462,0.007811543722183656,0.9798786403662063,862.2640378073917,0.9734938616189375,0.9992739423748637,0.9999991666377029,0.9999999999421936,302
113,0.06523475105081535,65.99999993476524,0.004508486746562914,-15.16920931981075,0.007861530943540404,0.9798490011853653,862.2640355517689,0.972973305976888,0.9992451267412434,0.9999991161795838,0.9999999999374658,302
114,0.06653535411445152,65.99999993346465,0.00454329271853892,-15.153078072735985,0.007912662488408306,0.9798186873663983,862.2640332511751,0.9724426887347665,0.9992151762568243,0.9999990626745168,0.9999999999323519,302
115,0.0678618876568876,65.99999993213811,0.004578959009107565,-15.136629497867736,0.007964967018820683,0.9797876820743047,862.2640309047138,0.971901821955519,0.9991840467594927,0.9999990059391776,0.9999999999268203,302
116,0.06921486866116755,65.99999993078514,0.004615509357914053,-15.119857563094143,0.008018473997549814,0.97975596800133,862.2640285114704,0.9713505144592296,0.9991516924008309,0.9999989457792663,0.9999999999208369,302
117,0.07059482441756747,65.99999992940518,0.004652968236274926,-15.10275613534235,0.008073213712928162,0.9797235273519687,862.2640260705124,0.970788571778406,0.9991180655836853,0.9999988819888551,0.999999999914365,302
118,0.07200229272909406,65.9999999279977,0.004691360871748764,-15.085318979796952,0.008129217304498114,0.9796903418274416,862.2640235808883,0.9702157961131557,0.9990831168975425,0.9999988143496966,0.9999999999073647,302
119,0.07343782212107934,65.99999992656218,0.004730713273573023,-15.067539759180208,0.00818651678951872,0.979656392609627,862.264021041628,0.9696319862862787,0.9990467950516436,0.9999987426304927,0.9999999998997927,302
120,0.07490197205495498,65.99999992509802,0.004771052258997942,-15.049412033099959,0.00824514509035911,0.9796216603444249,862.2640184517417,0.9690369376983083,0.9990090468057666,0.9999986665861192,0.9999999998916028,302
121,0.07639531314628806,65.99999992360469,0.004812405480549374,-15.030929257471744,0.008305136062808884,0.9795861251245329,862.2640158102201,0.9684304422825296,0.9989698168986029,0.999998585956806,0.9999999998827446,302
122,0.07791842738716422,65.99999992208157,0.0048548014542536015,-15.012084784022017,0.008366524525337218,0.9795497664716118,862.264013116034,0.9678122884600092,0.9989290479736528,0.9999985004672681,0.9999999998731633,302
123,0.07947190837300443,65.9999999205281,0.004898269588858271,-14.992871859879774,0.008429346289333181,0.9795125633178178,862.2640103681331,0.9671822610946726,0.9988866805025651,0.9999984098257862,0.9999999998628004,302
124,0.08105636153390368,65.99999991894364,0.004942840216084774,-14.973283627264548,0.008493638190360966,0.9794744939866754,862.2640075654466,0.9665401414484649,0.9988426527058409,0.9999983137232336,0.999999999851592,302
125,0.08267240437058256,65.9999999173276,0.004988544621948613,-14.953313123279058,0.008559438120464924,0.9794355361732705,862.2640047068822,0.9658857071366337,0.9987969004708219,0.9999982118320451,0.9999999998394694,302
126,0.08432066669504194,65.99999991567934,0.005035415079185505,-14.93295327981559,0.008626785061560279,0.9793956669237318,862.2640017913259,0.9652187320831781,0.998749357266882,0.9999981038051267,0.9999999998263581,302
127,0.08600179087601709,65.99999991399821,0.005083484880822304,-14.912196923585588,0.008695719119946838,0.9793548626139769,862.2639988176413,0.9645389864765039,0.998699954057738,0.9999979892747008,0.9999999998121776,302
128,0.08771643208932402,65.99999991228357,0.005132788374933076,-14.89103677628274,0.008766281561983925,0.9793130989276961,862.2639957846698,0.9638462367253341,0.998648619210795,0.9999978678510847,0.999999999796841,302
129,0.08946525857319827,65.99999991053474,0.005183361000622087,-14.86946545489037,0.008838514850966398,0.979270350833541,862.263992691229,0.9631402454149209,0.9985952784034379,0.9999977391213959,0.999999999780254,302
130,0.0912489518887237,65.99999990875105,0.005235239325276812,-14.84747547214485,0.008912462685242581,0.9792265925614901,862.2639895361134,0.962420771263612,0.9985398545261825,0.9999976026481846,0.9999999997623151,302
131,0.09306820718545379,65.99999990693179,0.005288461083135531,-14.825059237167322,0.00898817003761646,0.9791817975783593,862.2639863180935,0.9616875690798231,0.9984822675825941,0.9999974579679842,0.9999999997429142,302
132,0.09492373347232874,65.99999990507627,0.005343065215215566,-14.802209056276995,0.00906568319607787,0.9791359385624231,862.2639830359152,0.9609403897194755,0.9984224345858821,0.9999973045897789,0.9999999997219327,302
133,0.0968162538939936,65.99999990318375,0.0053990919106496945,-14.778917134000078,0.009145049805905685,0.9790889873771145,862.2639796882992,0.9601789800439549,0.9983602694520781,0.9999971419933811,0.9999999996992417,302
134,0.09874650601262626,65.99999990125349,0.005456582649479923,-14.755175574289321,0.00922631891319069,0.9790409150437657,862.2639762739409,0.9594030828786574,0.9982956828897013,0.999996969627715,0.9999999996747024,302
135,0.10071524209538295,65.99999989928476,0.005515580246959293,-14.730976381970198,0.009309541009825999,0.9789916917133542,862.2639727915097,0.9586124369721853,0.998228582285815,0.9999967869090012,0.9999999996481647,302
136,0.10272322940757607,65.99999989727677,0.005576128899414157,-14.70631146443068,0.009394768080014788,0.9789412866372154,862.2639692396484,0.957806776956263,0.9981588715883766,0.9999965932188344,0.9999999996194661,302
137,0.10477125051169625,65.99999989522875,0.005638274231721,-14.681172633572828,0.00948205364834634,0.9788896681366793,862.2639656169727,0.9569858333064452,0.9980864511847813,0.9999963879021517,0.9999999995884312,302
138,0.10686010357239636,65.9999998931399,0.005702063346453605,-14.655551608045409,0.009571452829493239,0.9788368035715957,862.2639619220707,0.9561493323036915,0.9980112177765009,0.9999961702650818,0.9999999995548701,302
139,0.10899060266755618,65.9999998910094,0.005767544874758227,-14.629440015778197,0.009663022379584087,0.978782659307696,862.2639581535026,0.9552969959968901,0.9979330642497126,0.9999959395726706,0.9999999995185779,302
140,0.11116357810554868,65.99999988883643,0.005834769029016172,-14.602829396839788,0.009756820749307888,0.9787272006827535,862.2639543097996,0.9544285421664097,0.997851879541819,0.9999956950464756,0.9999999994793326,302
141,0.11337987674883183,65.99999988662012,0.005903787657355137,-14.575711206642255,0.009852908138807894,0.978670391971493,862.2639503894636,0.9535436842887701,0.9977675485037529,0.9999954358620209,0.9999999994368949,302
142,0.115640362343992,65.99999988435964,0.005974654300072553,-14.54807681951747,0.00995134655442457,0.978612196349198,862.263946390967,0.9526421315025205,0.9976799517579655,0.9999951611461068,0.9999999993910056,300
143,0.11794591585836713,65.99999988205408,0.006047424248036141,-14.519917532691455,0.010052199867349072,0.9785525758539702,862.2639423127514,0.951723588575423,0.9975889655519886,0.9999948699739631,0.9999999993413847,299
144,0.120297435823382,65.99999987970257,0.006122154603128947,-14.491224570684905,0.0101555338742506,0.9784914913475828,862.2639381532272,0.9507877558730397,0.9974944616074707,0.9999945613662408,0.9999999992877296,299
145,0.12269583868472797,65.99999987730416,0.006198904340808123,-14.461989090169725,0.010261416359942743,0.9784289024748771,862.2639339107736,0.9498343293288282,0.9973963069645769,0.9999942342858288,0.9999999992297134,299
