Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
10,0|1|2|3|4|5|,102|44|22|9|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,102|44|22|9|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|102|44|22|9|6|,0|0|0|0|0|0|,172|102|44|22|9|6|,68|66|25|13|2|4|,101|36|19|9|7|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,101|36|19|9|7|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,101|36|19|9|7|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
11,0|1|2|3|4|5|,101|36|19|9|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,101|36|19|9|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|101|36|19|9|7|,0|0|0|0|0|0|,139|101|36|19|9|7|,49|67|10|6|3|6|,90|34|26|13|6|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,90|34|26|13|6|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,90|34|26|13|6|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
12,0|1|2|3|4|5|,90|34|26|13|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,90|34|26|13|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|90|34|26|13|6|,0|0|0|0|0|0|,163|90|34|26|13|6|,73|50|6|19|10|4|,90|40|28|7|3|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,90|40|28|7|3|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,90|40|28|7|3|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
13,0|1|2|3|4|5|,90|40|28|7|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,90|40|28|7|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|90|40|28|7|3|,0|0|0|0|0|0|,184|90|40|28|7|3|,86|49|16|21|2|0|,96|41|24|7|5|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,96|41|24|7|5|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,96|41|24|7|5|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
14,0|1|2|3|4|5|,96|41|24|7|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,96|41|24|7|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|96|41|24|7|5|,0|0|0|0|0|0|,213|96|41|24|7|5|,121|58|18|15|0|2|,89|38|23|9|7|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,89|38|23|9|7|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,89|38|23|9|7|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
15,0|1|2|3|4|5|,89|38|23|9|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,89|38|23|9|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|89|38|23|9|7|,0|0|0|0|0|0|,226|89|38|23|9|7|,133|46|13|14|1|6|,93|43|25|9|8|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,93|43|25|9|8|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,93|43|25|9|8|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
16,0|1|2|3|4|5|,93|43|25|9|8|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,93|43|25|9|8|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|93|43|25|9|8|,0|0|0|0|0|0|,246|93|43|25|9|8|,154|52|22|16|3|7|,93|41|21|9|6|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,93|41|21|9|6|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,93|41|21|9|6|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
17,0|1|2|3|4|5|,93|41|21|9|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,93|41|21|9|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|93|41|21|9|6|,0|0|0|0|0|0|,162|93|41|21|9|6|,58|54|19|10|2|4|,106|39|22|11|7|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,106|39|22|11|7|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,106|39|22|11|7|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
18,0|1|2|3|4|5|,106|39|22|11|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,106|39|22|11|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|106|39|22|11|7|,0|0|0|0|0|0|,158|106|39|22|11|7|,81|75|16|14|6|5|,76|31|23|8|5|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,76|31|23|8|5|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,76|31|23|8|5|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
19,0|1|2|3|4|5|,76|31|23|8|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,76|31|23|8|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|76|31|23|8|5|,0|0|0|0|0|0|,178|76|31|23|8|5|,70|23|8|15|0|2|,107|53|23|8|8|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,107|53|23|8|8|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,107|53|23|8|8|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
20,0|1|2|3|4|5|,107|53|23|8|8|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,107|53|23|8|8|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|107|53|23|8|8|,0|0|0|0|0|0|,297|107|53|23|8|8|,209|72|35|13|1|7|,90|35|18|10|7|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,90|35|18|10|7|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,90|35|18|10|7|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
21,0|1|2|3|4|5|,90|35|18|10|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,90|35|18|10|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|90|35|18|10|7|,0|0|0|0|0|0|,159|90|35|18|10|7|,49|45|7|9|4|6|,113|45|28|9|6|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,113|45|28|9|6|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,113|45|28|9|6|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
22,0|1|2|3|4|5|,113|45|28|9|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,113|45|28|9|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|113|45|28|9|6|,0|0|0|0|0|0|,247|113|45|28|9|6|,158|80|26|22|3|3|,93|33|19|6|6|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,93|33|19|6|6|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,93|33|19|6|6|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
23,0|1|2|3|4|5|,93|33|19|6|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,93|33|19|6|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|93|33|19|6|6|,0|0|0|0|0|0|,191|93|33|19|6|6|,86|50|6|7|0|4|,100|43|27|12|6|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,100|43|27|12|6|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,100|43|27|12|6|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
24,0|1|2|3|4|5|,100|43|27|12|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,100|43|27|12|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|100|43|27|12|6|,0|0|0|0|0|0|,184|100|43|27|12|6|,83|63|21|20|7|4|,102|37|22|7|5|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,102|37|22|7|5|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,102|37|22|7|5|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
25,0|1|2|3|4|5|,102|37|22|7|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,102|37|22|7|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|102|37|22|7|5|,0|0|0|0|0|0|,156|102|37|22|7|5|,49|65|9|11|1|4|,107|37|28|11|6|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,107|37|28|11|6|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,107|37|28|11|6|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
26,0|1|2|3|4|5|,107|37|28|11|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,107|37|28|11|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|107|37|28|11|6|,0|0|0|0|0|0|,180|107|37|28|11|6|,77|72|10|23|5|4|,100|35|27|5|6|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,100|35|27|5|6|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,100|35|27|5|6|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
27,0|1|2|3|4|5|,100|35|27|5|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,100|35|27|5|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|100|35|27|5|6|,0|0|0|0|0|0|,202|100|35|27|5|6|,102|62|6|20|0|3|,101|38|29|7|5|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,101|38|29|7|5|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,101|38|29|7|5|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
28,0|1|2|3|4|5|,101|38|29|7|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,101|38|29|7|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|101|38|29|7|5|,0|0|0|0|0|0|,278|101|38|29|7|5|,180|63|11|22|4|2|,101|38|27|7|3|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,101|38|27|7|3|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,101|38|27|7|3|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
29,0|1|2|3|4|5|,101|38|27|7|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,101|38|27|7|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|101|38|27|7|3|,0|0|0|0|0|0|,175|101|38|27|7|3|,72|64|12|20|0|0|,105|37|26|7|7|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,105|37|26|7|7|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,105|37|26|7|7|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
30,0|1|2|3|4|5|,105|37|26|7|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,105|37|26|7|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|105|37|26|7|7|,0|0|0|0|0|0|,131|105|37|26|7|7|,36|72|11|18|0|6|,96|33|26|8|7|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,96|33|26|8|7|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,96|33|26|8|7|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
31,0|1|2|3|4|5|,96|33|26|8|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,96|33|26|8|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|96|33|26|8|7|,0|0|0|0|0|0|,109|96|33|26|8|7|,40|52|11|20|1|6|,69|44|22|6|7|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,69|44|22|6|7|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,69|44|22|6|7|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
32,0|1|2|3|4|5|,69|44|22|6|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,69|44|22|6|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|69|44|22|6|7|,0|0|0|0|0|0|,202|69|44|22|6|7|,85|29|23|10|0|6|,117|40|21|12|6|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,117|40|21|12|6|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,117|40|21|12|6|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
33,0|1|2|3|4|5|,117|40|21|12|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,117|40|21|12|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|117|40|21|12|6|,0|0|0|0|0|0|,231|117|40|21|12|6|,140|86|18|10|8|3|,89|31|22|11|4|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,89|31|22|11|4|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,89|31|22|11|4|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
34,0|1|2|3|4|5|,89|31|22|11|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,89|31|22|11|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|89|31|22|11|4|,0|0|0|0|0|0|,180|89|31|22|11|4|,76|42|6|12|6|2|,102|47|25|10|5|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,102|47|25|10|5|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,102|47|25|10|5|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
35,0|1|2|3|4|5|,102|47|25|10|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,102|47|25|10|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|102|47|25|10|5|,0|0|0|0|0|0|,229|102|47|25|10|5|,130|65|27|17|6|3|,98|37|20|8|4|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,98|37|20|8|4|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,98|37|20|8|4|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
36,0|1|2|3|4|5|,98|37|20|8|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,98|37|20|8|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|98|37|20|8|4|,0|0|0|0|0|0|,315|98|37|20|8|4|,224|58|9|7|2|2|,88|40|28|13|6|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,88|40|28|13|6|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,88|40|28|13|6|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
37,0|1|2|3|4|5|,88|40|28|13|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,88|40|28|13|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|88|40|28|13|6|,0|0|0|0|0|0|,252|88|40|28|13|6|,164|44|17|22|10|3|,89|44|23|6|3|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,89|44|23|6|3|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,89|44|23|6|3|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
38,0|1|2|3|4|5|,89|44|23|6|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,89|44|23|6|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|89|44|23|6|3|,0|0|0|0|0|0|,240|89|44|23|6|3|,135|46|23|12|0|0|,101|43|21|11|6|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,101|43|21|11|6|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,101|43|21|11|6|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
39,0|1|2|3|4|5|,101|43|21|11|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,101|43|21|11|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|101|43|21|11|6|,0|0|0|0|0|0|,149|101|43|21|11|6|,41|64|23|11|5|4|,109|37|20|10|6|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,109|37|20|10|6|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,109|37|20|10|6|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
